id,name,host_id,host_name,neighbourhood_group,neighbourhood,city,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count
7006754,Central London 2Bed- near Tottenham Court Rd,21083998,Fabio,"",Camden,London,51.52088,-0.13628,Entire home/apt,"£99,00",16,27
7006879,Cosy flat just off the river Thames,36672782,Meir,"",Wandsworth,London,51.47031,-0.22793,Entire home/apt,"£75,00",52,1
7007588,Top floor luxury suite it like a hotel suite.,36735762,Tony,"",Merton,London,51.41232,-0.2014,Private room,"£190,00",0,1
7007987,Cosy flat next to Hampstead Heath,27431236,Yannis,"",Camden,London,51.55607,-0.15354,Entire home/apt,"£120,00",5,1
7008353,Designer 1bed near Shoreditch 4min to tube,2846740,Garrett,"",Tower Hamlets,London,51.52955,-0.05197,Entire home/apt,"£70,00",28,1
7008408,Bright Central London Apt-3rd floor,24680263,Tazeen,"",Camden,London,51.52602,-0.12298,Entire home/apt,"£75,00",3,1
7008577,Lovely large room in penthouse flat,36741202,Tom,"",Tower Hamlets,London,51.51816,-0.06524,Private room,"£70,00",9,1
7013653,"Cosy, very near tube, Camden Town, Free parking",2303236,Apple,"",Camden,London,51.54307,-0.15257,Private room,"£60,00",0,1
7014250,Large room in a brilliant location,36769280,Connie,"",Tower Hamlets,London,51.51253,-0.07162,Private room,"£35,00",10,1
7014296,Lovely room in Greenwich!,36770433,Helena,"",Greenwich,London,51.47655,-0.01808,Private room,"£37,00",6,1
7015045,3 Bed Flat w balcony ideal for RWC,36773266,Richard,"",Richmond upon Thames,London,51.45572,-0.31723,Entire home/apt,"£500,00",0,1
7015242,Steve Wilcox,17832528,Steve,"",Westminster,London,51.52881,-0.19375,Private room,"£40,00",2,1
7015486,Spacious room near London Bridge,19437173,Revi,"",Southwark,London,51.4947,-0.08464,Private room,"£36,00",15,3
7015495,"Sofabed 5min to Metro, Oxford St in 20 min",9724671,Marina,"",Waltham Forest,London,51.58087,-0.02002,Shared room,"£25,00",4,3
7016370,1 bedroom duplex,24097153,Abel,"",Haringey,London,51.58829,-0.11303,Entire home/apt,"£80,00",10,1
7017036,Double Room great location,11290651,Eimear,"",Islington,London,51.56313,-0.11547,Private room,"£50,00",33,2
7017585,Private room in stunning penthouse,30771727,Lloyd,"",Richmond upon Thames,London,51.46469,-0.32296,Private room,"£250,00",0,1
7017773,"Single room in beautiful house, North London N2",36786692,Natalie,"",Barnet,London,51.59311,-0.16429,Private room,"£30,00",26,4
7019322,Lovely top floor apartment,1494220,Greg+Shareen,"",Islington,London,51.56126,-0.10072,Entire home/apt,"£100,00",17,2
7019344,Double room in lovely apartment,1494220,Greg+Shareen,"",Islington,London,51.55915,-0.10076,Private room,"£50,00",28,2
7019406,Spacious Classy Portobello Apartment,36793979,Dylan,"",Kensington and Chelsea,London,51.5217,-0.20878,Entire home/apt,"£170,00",62,3
7020036,"Onslow gardens, South Kens, London",30961115,Timothy,"",Kensington and Chelsea,London,51.48992,-0.17924,Entire home/apt,"£595,00",2,48
7020636,2 Bedrm + Grdn Apartment Central London,20746371,Willem,"",Lewisham,London,51.46662,-0.01121,Entire home/apt,"£80,00",34,1
7021304,Nice and cozy room in Angel;) :),6622752,Alessandro,"",Islington,London,51.53216,-0.11595,Private room,"£22,00",0,2
7021937,Great room on top floor of house,36806672,Becky,"",Hammersmith and Fulham,London,51.48984,-0.22064,Private room,"£75,00",0,1
7022045,Double room in vibrant East london,36807267,Sally,"",Hackney,London,51.54523,-0.0663,Private room,"£35,00",3,1
7022679,"Spacious, clean and lovely location",36810515,Ellamueller,"",Camden,London,51.54976,-0.13401,Private room,"£30,00",9,1
7024680,10 minutes from Wembley Stadium,36821945,Neeraj,"",Brent,London,51.56883,-0.28608,Private room,"£40,00",0,1
7027281,Ground floor open planned apartment,36839848,Daniel,"",Wandsworth,London,51.45744,-0.1883,Entire home/apt,"£77,00",4,1
7028058,Cozy and clean bedroom in Pimlico,35658741,Dilan,"",Westminster,London,51.48946,-0.13592,Private room,"£75,00",2,1
7028224,DOUBLE ROOM IN LARGE HOUSE,36845435,Anthony,"",Merton,London,51.42443,-0.20499,Private room,"£50,00",2,2
7028427,Master room with private garden,7815250,Jose Carlos,"",Tower Hamlets,London,51.51326,-0.04395,Private room,"£50,00",2,1
7028582,Kingston upon Thames - Fab central location,36456894,Linda,"",Kingston upon Thames,London,51.41782,-0.29659,Private room,"£47,00",95,1
7028725,Stunning spacious modern 3BD house,28820321,Veronica,"",Brent,London,51.53872,-0.22421,Entire home/apt,"£220,00",4,233
7028739,"Modern, light & airy, garden flat",13816782,Zoe,"",Wandsworth,London,51.44558,-0.18896,Entire home/apt,"£80,00",1,1
7029238,West London one bedroom flat  In Victorian house,8091035,Brandon,"",Ealing,London,51.49565,-0.2569,Private room,"£90,00",7,1
7029723,Sunny double room for August!,36851099,Letty,"",Islington,London,51.55914,-0.10179,Private room,"£34,00",0,1
7029775,Ensuite double in trendy E London,3556916,Martha,"",Waltham Forest,London,51.58065,-0.006,Private room,"£35,00",14,1
7030372,Stunning 5* Marylebone 2 Bed Flat,439487,Stephen And Luiza,"",Westminster,London,51.52503,-0.16282,Entire home/apt,"£150,00",7,1
7030720,"Barnes, London, SW13 luxury gdn ft.",36858643,Richard,"",Richmond upon Thames,London,51.47834,-0.24458,Entire home/apt,"£150,00",0,1
7031389,STUNNING LARGE 2-BED LUXURY CENTRAL SOHO APT,10370524,Lj,"",Westminster,London,51.51324,-0.1333,Entire home/apt,"£359,00",41,20
7031432,Ground floor bedroom in Kingston,36862552,Andrew,"",Kingston upon Thames,London,51.42833,-0.30372,Private room,"£47,00",0,1
7031694,Lovely apt. in the heart of Chelsea,36519615,Chiara,"",Kensington and Chelsea,London,51.48515,-0.1676,Entire home/apt,"£100,00",0,1
7031850,"New Apartment, Zone 2 Isle of Dogs",36864010,Christopher,"",Tower Hamlets,London,51.49236,-0.00595,Entire home/apt,"£110,00",8,1
7032480,Flat in Central London Paddington,5747106,Salwa,"",Westminster,London,51.52105,-0.18642,Entire home/apt,"£180,00",33,4
7032698,Quiet and comfortable,33807218,Petra,"",Tower Hamlets,London,51.5286,-0.0473,Private room,"£40,00",0,1
7034307,"Modern 2 bed/2 bath flat, Islington",36878713,Mike,"",Islington,London,51.55596,-0.11212,Entire home/apt,"£90,00",9,1
7035546,Amazing 3 Bedroom Home with Garden in Holloway,16845477,Philip,"",Islington,London,51.56313,-0.12604,Entire home/apt,"£140,00",11,2
7035654,2 bedroom flat attached to house,36886236,Sally,"",Richmond upon Thames,London,51.45375,-0.32267,Entire home/apt,"£200,00",1,2
7036055,Heart of historical Hampstead,36888619,Lisa,"",Camden,London,51.55797,-0.17586,Entire home/apt,"£145,00",65,1
7036267,Big room in modern Flat in EastLd,36889879,Emmanuel,"",Tower Hamlets,London,51.53307,-0.05989,Private room,"£43,00",0,1
7036799,Spacious and bright 2 bed apartment,16082906,Claire,"",Southwark,London,51.42589,-0.07872,Entire home/apt,"£110,00",1,1
7036950,"NW4, Hendon-Private Suite",36894082,Short-Term Rentals,"",Barnet,London,51.58431,-0.22915,Private room,"£32,00",0,1
7037076,Sunny 2-bed flat in Blackheath,17446908,Eva,"",Greenwich,London,51.46404,0.01802,Entire home/apt,"£60,00",3,1
7037081,Bright two double bed flat,17030514,Annie,"",Bromley,London,51.40742,-0.04005,Entire home/apt,"£50,00",0,1
7040294,Central London Flat - Angel Zone 1,9292993,Bruno,"",Islington,London,51.53833,-0.10601,Entire home/apt,"£172,00",93,1
7040868,Clean and bright 1 bed flat in Nunhead SE15,26631202,Laurie,"",Southwark,London,51.46018,-0.05173,Entire home/apt,"£65,00",11,1
7041265,Notting Hill prime location - long-term preferred,36922125,Helena,"",Westminster,London,51.51803,-0.19889,Private room,"£48,00",3,1
7042060,Beautiful flat with sunny terrace,36517969,Irene,"",Merton,London,51.42048,-0.19672,Entire home/apt,"£116,00",0,1
7042800,DOUBLE ROOM IN THIS 3 BED FLAT.,36845435,Anthony,"",Westminster,London,51.52479,-0.19353,Private room,"£79,00",0,2
7042880,Double room let for 3 wks in July,34503582,Robbie,"",Haringey,London,51.57879,-0.09742,Private room,"£25,00",1,1
7043066,Sunny top floor parkview flat,8158115,Morgan,"",Haringey,London,51.57328,-0.10353,Entire home/apt,"£60,00",5,1
7043283,Comfortable and spacious central Muswell Hill,36932917,Mary,"",Haringey,London,51.58933,-0.14603,Entire home/apt,"£85,00",11,1
7044613,Ideal Wimbledon Tennis Double room,36940257,Laurence,"",Merton,London,51.39911,-0.22836,Private room,"£60,00",1,1
7045106,Rugby World Cup room rent: Richmond,36942940,Kim,"",Richmond upon Thames,London,51.45751,-0.29143,Private room,"£120,00",0,1
7046429,Design flat London,36950764,Naima,"",Ealing,London,51.50931,-0.25137,Entire home/apt,"£85,00",20,2
7047205,"Single room,bed & furniture - comfo",36948809,Penny,"",Harrow,London,51.59892,-0.33072,Private room,"£23,00",110,1
7047330,3 Bed Family Home Tooting Broadway,36956093,Laura,"",Wandsworth,London,51.42495,-0.1725,Entire home/apt,"£160,00",0,1
7047481,"Self contained studio, independent kitchen/shower",2626371,Danny,"",Lewisham,London,51.45913,-0.01342,Private room,"£36,00",137,1
7047784,Great price Room available in south London.,17558855,Amy,"",Wandsworth,London,51.42172,-0.16258,Private room,"£27,00",0,1
7048016,"Central London Luxury Room +Wifi, zone 2 near Tube",2590175,Ralitsa,"",Southwark,London,51.48915,-0.066,Private room,"£40,00",32,3
7048153,Great Summer Let Available!,8058634,Sean,"",Lewisham,London,51.45349,-0.00653,Private room,"£37,00",0,1
7048522,Lovely double room great location,36962724,Hellen,"",Haringey,London,51.58651,-0.09186,Private room,"£30,00",134,1
7049093,"Spacious Victorian, garden flat",36965981,Krystian,"",Brent,London,51.54342,-0.23339,Entire home/apt,"£100,00",30,1
7049268,Spacious London Fields Flat,36966698,Nana,"",Hackney,London,51.54352,-0.05796,Entire home/apt,"£120,00",22,1
7049604,Bright Spacious bedroom in Mid Victorian terrace,36743491,Leonie,"",Wandsworth,London,51.47277,-0.15916,Private room,"£46,00",134,2
7049889,1 bedroom flat located in Chelsea,36970096,Mona,"",Kensington and Chelsea,London,51.48556,-0.17382,Entire home/apt,"£100,00",43,1
7050088,Stylish Apartment Moments from Tower of London,441736,Kris,"",City of London,London,51.51073,-0.07497,Entire home/apt,"£160,00",17,2
7050172,Dbl room close to Wimbledon Tennis!,36972353,Hannah,"",Merton,London,51.42897,-0.20185,Private room,"£100,00",2,1
7050841,Contemporary Apartment with Balcony,4168678,Ryan,"",Haringey,London,51.58209,-0.08078,Entire home/apt,"£58,00",6,1
7050891,"Luxury 2 Bed Flat (Queensway,Bayswater,Hyde Park)",36976787,Sanam,"",Westminster,London,51.5134,-0.18742,Entire home/apt,"£99,00",19,1
7051007,"Beautiful, large family house on amazing street",5412977,Tom,"",Ealing,London,51.50238,-0.30921,Entire home/apt,"£240,00",27,1
7057206,Stylish modern flat in Bermondsey,23383318,Jules,"",Southwark,London,51.49793,-0.07026,Entire home/apt,"£99,00",5,1
7057662,Room in trendy Peckham,468151,Alex,"",Southwark,London,51.46337,-0.06862,Private room,"£40,00",1,1
7058330,Light room in Highbury townhouse,11791611,Gillian,"",Islington,London,51.56026,-0.09471,Private room,"£40,00",0,1
7058473,Comfortable double room with en-suite bathroom,2117536,Russell,"",Greenwich,London,51.47588,-0.01973,Private room,"£55,00",158,3
7058622,Double bedroom,20355161,Emely,"",Lambeth,London,51.47897,-0.11371,Private room,"£55,00",4,1
7058842,Lovely light modern flat/appartment,6257263,Kate,"",Southwark,London,51.47088,-0.09546,Entire home/apt,"£90,00",3,1
7058988,Beautiful flat in East Dulwich,37018856,Damon Del Strother,"",Southwark,London,51.4549,-0.06106,Entire home/apt,"£70,00",11,1
7059289,Sunny double in leafy Blackheath,4146989,Leigh,"",Greenwich,London,51.46835,0.02204,Private room,"£40,00",12,1
7061209,Big room in Willesden Green zone 2,37013267,Danae,"",Brent,London,51.54605,-0.21687,Private room,"£45,00",1,1
7061573,Private Room Wimbledon Park,30407675,Victoria,"",Merton,London,51.43812,-0.20326,Private room,"£50,00",0,1
7062018,Large Double Room E14,37030509,Bia,"",Tower Hamlets,London,51.51495,-0.01407,Private room,"£55,00",14,1
7063065,Nice Family and House in London,27456677,Wasim,"",Greenwich,London,51.48797,0.119,Private room,"£27,00",0,2
7063205,"Shoreditch London Apartment, Garden Flat Hoxton",6710241,Brendan,"",Tower Hamlets,London,51.52998,-0.07196,Entire home/apt,"£80,00",111,1
7063451,Private furnished warehouse room,33426311,Joe,"",Haringey,London,51.58479,-0.06231,Private room,"£30,00",1,1
7063648,1 bed Flat in Notting Hill,31216354,Alex,"",Kensington and Chelsea,London,51.51926,-0.20373,Entire home/apt,"£100,00",0,1
7063911,Bright Double Garden-facing bedroom,37034163,Danai,"",Brent,London,51.53538,-0.20351,Private room,"£40,00",13,1
7064488,Large room in central London,30193114,Tina,"",Westminster,London,51.52557,-0.16372,Private room,"£60,00",3,1
7069264,Private bath luxury room close to Wimbledon tennis,29917633,Miso,"",Merton,London,51.40728,-0.23108,Private room,"£69,00",3,2
7069755,13mins to central London+great view,37066233,Tommy,"",Croydon,London,51.37996,-0.08952,Private room,"£39,00",7,1
7069818,Sunny flat in Angel,21349134,Jean-Benoit,"",Islington,London,51.53349,-0.09782,Private room,"£40,00",9,1
7069984,MODERN 1BED by Victoria park,2741598,Dilyara,"",Hackney,London,51.53439,-0.0582,Entire home/apt,"£100,00",23,1
7070336,Lovely 1 bed flat by Old street,516221,Flavie,"",Hackney,London,51.52838,-0.09002,Entire home/apt,"£140,00",83,1
7070798,ENSUITE PRIVATE DOUBLE ROOM 1,37069556,Leila Maria,"",Southwark,London,51.48686,-0.09575,Private room,"£48,00",187,4
7071051,"Great location, right in the centre of Zone 1",37074347,Frederika,"",Islington,London,51.52461,-0.09089,Private room,"£55,00",195,1
7071078,1 Bed Flat with sunny balcony,37073038,Gemma,"",Haringey,London,51.58454,-0.09655,Entire home/apt,"£48,00",10,1
7071134,Stroll To Holland Park from a Luxurious Flat,8271125,Joanne,"",Kensington and Chelsea,London,51.49089,-0.19698,Entire home/apt,"£175,00",57,2
7071861,Docklands Apartment London,37077734,John,"",Tower Hamlets,London,51.51206,-0.0397,Entire home/apt,"£110,00",0,1
7072156,Large Comfortable Room near Wimbledon Common,37079622,Christopher,"",Merton,London,51.43761,-0.2179,Private room,"£65,00",0,1
7073226,Spacious double room in homely flat,3990429,Mandu,"",Lewisham,London,51.45651,-0.01001,Private room,"£25,00",7,1
7073509,Sunny & central.  2 bed /2 bath. Roof terrace,21057436,Katy,"",Islington,London,51.55403,-0.10639,Entire home/apt,"£137,00",44,1
7076194,Double room in Camden,37101785,Peter,"",Camden,London,51.54356,-0.13307,Private room,"£48,00",1,1
7078106,Lovely flat close to Regent's park,22562810,Guillaume,"",Westminster,London,51.53416,-0.16577,Private room,"£65,00",9,1
7078108,Boutique Double Room in Peckham Rye,9057722,Louis,"",Southwark,London,51.46847,-0.073,Private room,"£60,00",105,1
7079103,Spaceous high ceiling studio,18789500,Alessandro,"",Camden,London,51.55376,-0.13514,Entire home/apt,"£95,00",10,1
7079517,Alloggio tranquillo a Londra,37116441,Gian Paolo,"",Haringey,London,51.60167,-0.10252,Private room,"£40,00",0,1
7079705,Bright Loft Room with Sun Terrace in St Margarets,37117135,Julie,"",Richmond upon Thames,London,51.45372,-0.32165,Private room,"£49,00",55,1
7080135,Quality London accommodation near Notting Hill-,37117862,Vai,"",Brent,London,51.5355,-0.23523,Private room,"£39,00",73,7
7080174,Cosy double room in riverside house,37118917,James,"",Tower Hamlets,London,51.49756,-0.00794,Private room,"£45,00",34,1
7080214,Premium Zone 1 Residence Kings Cros,37118598,Malvern House,"",Islington,London,51.53131,-0.12036,Private room,"£45,00",0,1
7080965,Bright double,25334840,Mimidoo,"",Lewisham,London,51.47278,-0.02367,Private room,"£45,00",0,1
7081504,Family home  in Kings X/Bloomsbury,3399772,Julie,"",Camden,London,51.52797,-0.1168,Entire home/apt,"£290,00",34,1
7081554,Modern 2-Bed Flat With Garden In Clapham Junction,27060791,Mark,"",Wandsworth,London,51.46349,-0.16782,Entire home/apt,"£175,00",8,1
7082045,Central West End Large Double Room,5048474,Constantine,"",Westminster,London,51.51408,-0.12238,Private room,"£98,00",230,2
7082092,Large 2 Bedroom Apartment w/terrace,36625447,Lewis,"",Wandsworth,London,51.46116,-0.17328,Entire home/apt,"£90,00",6,1
7082672,Cosy flat in Stepney Green,22004899,Charles,"",Tower Hamlets,London,51.51981,-0.04785,Entire home/apt,"£105,00",0,1
7083154,Bright 1 bedroom flat in leafy Hampstead,15250691,Antony,"",Camden,London,51.55605,-0.16451,Entire home/apt,"£95,00",51,1
7085264,"Millharbour, Canary Wharf, E14",26489995,Mrs,"",Tower Hamlets,London,51.49671,-0.01763,Entire home/apt,"£120,00",3,1
7085928,Quiet Mews House,17732578,Rhian,"",Westminster,London,51.52307,-0.19592,Private room,"£60,00",180,3
7086428,Coach House conversion to spacious apartment,1570344,Virginia,"",Hounslow,London,51.48137,-0.27049,Entire home/apt,"£92,00",30,1
7086741,One bedroom Modern Apartment,37145633,Will,"",Lambeth,London,51.43293,-0.11958,Entire home/apt,"£70,00",7,2
7087470,Modern 1 Bed - 15 mins to London,31805204,Savraj,"",Croydon,London,51.37237,-0.08989,Entire home/apt,"£71,00",3,1
7087525,London Bridge/Tower Bridge flat,14509776,Ana,"",Southwark,London,51.50128,-0.07491,Entire home/apt,"£260,00",21,1
7088533,"2 Bed/1 Bath Flat, Wimbledon Tennis",16219745,Shelly,"",Wandsworth,London,51.44206,-0.21922,Entire home/apt,"£100,00",0,1
7090786,Stunning Church Conversion,1359258,Johanna & Eddie,"",Islington,London,51.5356,-0.10032,Entire home/apt,"£85,00",2,1
7090919,Bright Central Double level Large,612745,Dustin,"",Southwark,London,51.50391,-0.09601,Entire home/apt,"£120,00",3,1
7090929,New apartment in Tooting,2533187,Petra,"",Wandsworth,London,51.42289,-0.17237,Private room,"£46,00",47,2
7090938,Victorian House/Walthamstow Village,32179228,Delphine,"",Waltham Forest,London,51.57619,-0.01103,Entire home/apt,"£110,00",3,1
7091215,"Big, clean, double room",37167787,Sarah,"",Hackney,London,51.55804,-0.06943,Private room,"£40,00",0,1
7091305,London (Hackney) Victorian House,36588891,Sergio,"",Hackney,London,51.5363,-0.05436,Entire home/apt,"£140,00",9,1
7092136,Beautiful and Bright Room in Garden Flat,4461622,Damaris,"",Islington,London,51.56064,-0.11967,Private room,"£35,00",3,2
7092409,Lovely flat Putney,30355940,Leo,"",Wandsworth,London,51.45878,-0.21583,Private room,"£45,00",60,2
7092814,Beautiful + Spacious 2 bedroom flat,27201853,Sheyi,"",Hounslow,London,51.49526,-0.24841,Entire home/apt,"£135,00",0,1
7092828,Spacious 1970's flat in Islington,21517590,Tessa,"",Islington,London,51.53899,-0.09613,Entire home/apt,"£80,00",30,1
7092855,Double Rm/own shower/wc in family home in Hackney,22405355,Alison,"",Hackney,London,51.5565,-0.05009,Private room,"£36,00",11,4
7093148,One night stay in Hilton,37177787,Alana,"",Hounslow,London,51.4775,-0.31401,Private room,"£50,00",0,1
7093533,Modern flat with great views,37179743,Pall,"",Hackney,London,51.56566,-0.10177,Entire home/apt,"£100,00",1,1
7093954,Stunning Marylebone 1BR Apartment,8443461,Tony,"",Westminster,London,51.52413,-0.16461,Entire home/apt,"£150,00",110,1
7097349,House with garden in Brick Lane,24497393,Lauren,"",Tower Hamlets,London,51.51781,-0.06443,Private room,"£23,00",5,1
7098150,Studio just for you !,37204438,Lola,"",Newham,London,51.53144,0.03325,Entire home/apt,"£43,00",2,1
7098316,Bedroom in Bermondsey/Canada Water,19092309,Fraser,"",Southwark,London,51.49102,-0.05483,Private room,"£37,00",0,1
7098712,Large North London home,37206971,Karim,"",Haringey,London,51.60691,-0.10388,Entire home/apt,"£120,00",29,1
7098997,2Beautifully furnished double rooms,37207155,Sarjit,"",Redbridge,London,51.59303,0.05801,Private room,"£30,00",1,1
7099357,MODERN 1-BED APARTMENT IN SOHO / CHINATOWN,10370524,Lj,"",Westminster,London,51.51107,-0.13436,Entire home/apt,"£263,00",56,20
7100279,Quiet room in Ladbroke Grove,13317441,Ian,"",Kensington and Chelsea,London,51.52101,-0.215,Private room,"£70,00",4,2
7100408,3 Double Bedroom Apartment,37213054,Emma,"",Camden,London,51.54172,-0.13837,Entire home/apt,"£130,00",1,1
7101270,Double room in flat with park view,15440933,William,"",Hackney,London,51.54125,-0.04123,Private room,"£25,00",4,1
7102563,Comfortable double in Marylebone,27393464,Stuart,"",Westminster,London,51.52348,-0.16634,Private room,"£60,00",2,1
7102846,Hoxton/Shoreditch London Slps 3,33665695,Suzy,"",Tower Hamlets,London,51.53077,-0.06477,Entire home/apt,"£115,00",137,1
7104807,LARGE 2 BEDROOM GARDEN FLAT LONDON,16665330,Crine,"",Lambeth,London,51.43096,-0.10619,Entire home/apt,"£150,00",0,1
7105365,Double room on Lovely Garden Square,33675381,Stephanie,"",Islington,London,51.54097,-0.11708,Private room,"£65,00",0,1
7105719,Cosy bedroom with view,18575946,Umberto,"",Haringey,London,51.58575,-0.14462,Private room,"£30,00",3,1
7107161,"Bright, single loft room, great transport",37233767,Kate,"",Brent,London,51.54414,-0.20615,Private room,"£40,00",1,4
7107420,"Large room, extendable bed, private bathroom, tv",32972490,Mehdi,"",Kensington and Chelsea,London,51.52305,-0.22392,Private room,"£46,00",34,1
7107798,Z Vauxhall Cosy Double Room Quiet Area,2499048,John,"",Lambeth,London,51.48885,-0.11933,Private room,"£35,00",40,10
7108335,Spacious room in Shoreditch,37238647,Romain,"",Hackney,London,51.53081,-0.07726,Private room,"£70,00",0,1
7108631,"2 double bed house St. Margarets, Twickenham",37240473,Deborah,"",Richmond upon Thames,London,51.45037,-0.32162,Entire home/apt,"£130,00",10,1
7110150,Little Venice flat excellent transport connections,4532360,Alex,"",Westminster,London,51.52092,-0.18156,Entire home/apt,"£200,00",18,1
7110304,Arty room Spitalfields,31864739,Georgina,"",Tower Hamlets,London,51.51665,-0.07663,Private room,"£60,00",68,1
7112269,Garden Flat in Hampstead,7088876,Ray,"",Camden,London,51.55255,-0.15986,Private room,"£50,00",3,1
7112350,1 bed garden flat Newington Green,37257355,Justin,"",Islington,London,51.55083,-0.08768,Entire home/apt,"£50,00",5,1
7112534,London Bridge from a stone away!,10391419,Andreia,"",Southwark,London,51.49862,-0.09375,Entire home/apt,"£130,00",33,2
7112913,Near Buckingham Palace Big Ben,2419758,Zoe And Tracy,"",Westminster,London,51.49211,-0.13435,Private room,"£50,00",84,4
7113679,Spacious Garden Flat Finsbury Park,37263953,Georgia,"",Haringey,London,51.56922,-0.10833,Entire home/apt,"£90,00",1,1
7114207,.Ensuite double room in Wimbledon,9406914,Alex,"",Merton,London,51.42501,-0.2065,Private room,"£80,00",9,5
7119579,2x double room to let long term (none smoker),37295304,Nilly,"",Barnet,London,51.56493,-0.206,Private room,"£30,00",0,2
7119732,A cozy cabin,35061233,Laura,"",Lewisham,London,51.45261,-0.02586,Private room,"£20,00",1,1
7119825,CENTRAL LONDON - FAST AND EASY,36018823,Ann,"",Lambeth,London,51.42489,-0.12172,Private room,"£30,00",67,3
7119847,Spacious loft studio W10,36730550,Louise,"",Kensington and Chelsea,London,51.52548,-0.2117,Entire home/apt,"£106,00",58,6
7120433,Amazing 2 Bedroom apartment close to attractions,1425784,Cecile,"",Camden,London,51.52132,-0.11548,Entire home/apt,"£209,00",40,64
7120651,WAREHOUSE ROOM AVAILABLE,37300908,Joseph,"",Haringey,London,51.57467,-0.08845,Private room,"£20,00",3,1
7120892,Bright and Spacious Cosy Room,12754357,Moshe,"",Haringey,London,51.59427,-0.08107,Private room,"£30,00",103,7
7122342,"2 bed, 2 bath+free parkingTube 10m!",14272943,Szilvia,"",Merton,London,51.40853,-0.18289,Entire home/apt,"£80,00",13,2
7123469,Room in Beautiful East Dulwich Flat,7646547,Madeleine,"",Southwark,London,51.46245,-0.07801,Private room,"£35,00",0,1
7123642,Beautiful Spacious Studio Flat,22975594,Stephanie,"",Westminster,London,51.51841,-0.19512,Entire home/apt,"£85,00",1,1
7124564,Large single room,37301990,Martina,"",Lambeth,London,51.47595,-0.13118,Private room,"£23,00",1,1
7125638,"BBQ Time! Location, Space, Backyard",8101524,Benjamin,"",Lambeth,London,51.46469,-0.14175,Private room,"£49,00",0,1
7125896,Great flat on top of Notting Hill,2372613,John,"",Kensington and Chelsea,London,51.51059,-0.20616,Entire home/apt,"£200,00",0,1
7126039,Double bedroom - SW11  - close to tube + rail,37325219,Richard,"",Wandsworth,London,51.45891,-0.15765,Entire home/apt,"£100,00",0,1
7128640,large double room in Central London,37269763,Christian,"",Camden,London,51.52905,-0.12321,Private room,"£68,00",13,1
7129323,Entire 1 bed room house with use of Living room,24865082,Remi,"",Southwark,London,51.47517,-0.06594,Private room,"£55,00",31,1
7130319,Double (ensuite) in Bermondsey,28355820,Kevin,"",Southwark,London,51.49722,-0.07569,Private room,"£30,00",1,1
7130391,Bright insuit double bedroom,24320354,Anxo,"",Haringey,London,51.58794,-0.07842,Private room,"£40,00",3,1
7130405,Spacious Master Bedroom,17834661,Joe And Kirsty,"",Camden,London,51.54573,-0.17135,Private room,"£99,00",0,1
7130438,Double room available NW2 Daily,37345427,Amal,"",Brent,London,51.55709,-0.22088,Private room,"£36,00",0,1
7131200,"Room with balcony, Amazing location",37350898,Oliver,"",Hackney,London,51.53679,-0.06192,Private room,"£29,00",0,1
7131287,Riverside spacious double bed room,12504585,Elisa,"",Haringey,London,51.58297,-0.05801,Private room,"£42,00",1,2
7131435,Cosy room - Easy train journey to London Victoria,37352100,Ola,"",Sutton,London,51.36916,-0.12876,Private room,"£27,00",191,2
7131516,a lovely double room,37351524,Philipp,"",Waltham Forest,London,51.58006,-0.02143,Private room,"£34,00",0,3
7131722,Comfy Big Room - Easy journey to London Victoria,37352100,Ola,"",Sutton,London,51.36912,-0.12812,Private room,"£25,00",171,2
7137893,1 Bed Appartment with Parking,18558156,Clive,"",Merton,London,51.41881,-0.18482,Entire home/apt,"£89,00",0,1
7138132,Broomhouse Road,30961115,Timothy,"",Hammersmith and Fulham,London,51.47177,-0.20099,Entire home/apt,"£340,00",0,48
7139454,Light & Bright room in South-West!,37391046,Carys,"",Lambeth,London,51.46941,-0.11454,Private room,"£22,00",9,2
7139720,Beautiful green part of london,7603543,Zara,"",Islington,London,51.54298,-0.11163,Private room,"£65,00",0,1
7140902,Lovely house in great area. Central location.,16679038,Claire,"",Westminster,London,51.52607,-0.20543,Entire home/apt,"£128,00",16,1
7140951,"Studio Flat, Central London - great location",27093541,Pierluigi,"",Hammersmith and Fulham,London,51.487,-0.21311,Entire home/apt,"£65,00",3,1
7141200,GORGEOUS Victorian Flat for Rent!,25961076,Catie,"",Brent,London,51.55489,-0.21357,Entire home/apt,"£200,00",0,1
7141356,Lovely Central London 2BR flat,37393214,Tina,"",Kensington and Chelsea,London,51.48898,-0.19296,Entire home/apt,"£209,00",49,2
7142034,"Luxury flat near Westfield, Olympia",37393214,Tina,"",Kensington and Chelsea,London,51.50254,-0.2138,Entire home/apt,"£260,00",42,2
7142115,LANTERNS COURT 2 BEDROOM APT IN CANARY WHARF,54987,Prateek,"",Tower Hamlets,London,51.49704,-0.01586,Hotel room,"£166,00",3,64
7143386,Rugby World Cup 2 bedroom apartment,19973855,Pat,"",Richmond upon Thames,London,51.45424,-0.31209,Entire home/apt,"£320,00",0,1
7144008,Lovely 1-Bed Apartment in Arsenal,27270708,Cecile,"",Islington,London,51.5551,-0.1053,Entire home/apt,"£75,00",27,1
