id,name,host_id,host_name,neighbourhood_group,neighbourhood,city,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count
8719778,Modern Bright Fresh Townhouse,45766822,J,"",Waverley,Sydney,"-33,8664000","151,2791617",Entire home/apt,"$300,00",1,1
8719922,"Private, clean and sunlit room",14104420,Isobelle,"",Sydney,Sydney,"-33,8907000","151,1797227",Private room,"$71,00",1,1
8720095,Ten second walk to the beach!,24505025,Klaudia,"",Waverley,Sydney,"-33,8907000","151,2790960",Entire home/apt,"$221,00",4,1
8720139,Manly Beachside Retreat,45626200,Hamish,"",Manly,Sydney,"-33,8052000","151,2858285",Entire home/apt,"$375,00",0,1
8720300,Designer home with Garden sanctuary,42956392,Anna,"",Marrickville,Sydney,"-33,9008000","151,1745564",Entire home/apt,"$300,00",6,1
8720494,Clean & nice girl's room avail now!,45769945,Phoebe,"",Waverley,Sydney,"-33,8895000","151,2593191",Private room,"$25,00",0,1
8720659,"Clean, Natural Light, Summer Beach Vibes!",1865630,Lisa,"",Warringah,Sydney,"-33,7457000","151,2884819",Entire home/apt,"$84,00",28,1
8721669,Short walk to Freshwater Beach,24723829,Michelle,"",Warringah,Sydney,"-33,7772000","151,2875776",Entire home/apt,"$275,00",3,1
8723030,Designer Apartment in Bondi Beach,44731157,Sonia,"",Waverley,Sydney,"-33,8888000","151,2623979",Entire home/apt,"$299,00",2,1
8723235,Newtown Greenhouse,21123786,Chris,"",Marrickville,Sydney,"-33,8979000","151,1763893",Entire home/apt,"$251,00",0,1
8724337,Near Newtown - with private lounge,45786694,Ryan,"",Marrickville,Sydney,"-33,8904000","151,1772210",Private room,"$71,00",2,1
8725968,Beach side house close to the city,45794016,Malte,"",Randwick,Sydney,"-33,9746000","151,2529844",Entire home/apt,"$100,00",36,1
8726293,Big room eco house near Central - WIFI -,4399722,Yoco,"",Sydney,Sydney,"-33,8912000","151,2055369",Private room,"$55,00",12,16
8726432,Home away from home in Randwick!,45796192,Kiara,"",Randwick,Sydney,"-33,9097000","151,2454130",Private room,"$60,00",22,1
8726450,Summer Apartment in Bondi,45796282,Helen,"",Waverley,Sydney,"-33,8905000","151,2603085",Entire home/apt,"$289,00",1,1
8726679,Beach pad in the heart of Bondi,2349848,Kaite,"",Waverley,Sydney,"-33,8860000","151,2754807",Entire home/apt,"$150,00",3,1
8727152,Perfect Paddington Pad,30081634,Jaimee,"",Sydney,Sydney,"-33,8874000","151,2271906",Private room,"$145,00",3,1
8727505,Bondi Junction Home For the New Year.,4526309,Juliette,"",Waverley,Sydney,"-33,8964000","151,2442722",Entire home/apt,"$580,00",2,3
8739001,Single room- classic Sydney terrace house.,12829634,Marcelle & Peter,"",Marrickville,Sydney,"-33,8979000","151,1678210",Private room,"$80,00",78,2
8739897,Light Filled Twin Bedroom,45850918,Miranda,"",Burwood,Sydney,"-33,8918000","151,0999477",Private room,"$75,00",33,3
8740417,A beautiful apartment at Mosman Bay,45851049,Noel,"",Mosman,Sydney,"-33,8422000","151,2328632",Entire home/apt,"$432,00",2,1
8740570,1 Bedroom Apartment in Manly,45853906,Marcia,"",Manly,Sydney,"-33,8024000","151,2900376",Entire home/apt,"$239,00",0,1
8740611,"Avalon, Sydney - Dream Beach House",35464225,Sarah,"",Pittwater,Sydney,"-33,6198000","151,3359015",Entire home/apt,"$1200,00",3,1
8740629,DBL Room 5mins walk to Manly Beach!,909429,Jessica,"",Manly,Sydney,"-33,8033000","151,2902767",Private room,"$100,00",1,1
8740637,Water front apartment in Glebe,36252247,Milly,"",Sydney,Sydney,"-33,8732000","151,1843270",Private room,"$120,00",0,1
8740667,Bondi Beach House,12810362,Cian,"",Waverley,Sydney,"-33,8922000","151,2705789",Entire home/apt,"$150,00",9,1
8740711,"Ideal Syd location-close to Beach, City, Airport",45854804,Margaret,"",Randwick,Sydney,"-33,9251000","151,2513064",Entire home/apt,"$130,00",175,1
8741263,Family home 4min to Clovelly beach,3638294,Florencia,"",Randwick,Sydney,"-33,9125000","151,2643551",Entire home/apt,"$233,00",0,1
8741832,Mosman Sydney Family Home,45860463,Andrew,"",Mosman,Sydney,"-33,8300000","151,2310436",Entire home/apt,"$950,00",3,1
8742076,Large 1 Bed- Available for Xmas/NY,45861436,Sima & Conor,"",Sydney,Sydney,"-33,8993000","151,2137120",Entire home/apt,"$140,00",0,1
8742507,A Great Waterfront & Parkfront Room,28584502,Guo,"",Leichhardt,Sydney,"-33,8484000","151,1808714",Private room,"$75,00",7,1
8742671,4 Bedroom Family Home w/Pool (10 mins from Manly),45863492,Tracey,"",Warringah,Sydney,"-33,7679000","151,2502766",Entire home/apt,"$251,00",3,1
8742743,Beautiful Room in Bellevue Hill,45515074,Lily,"",Woollahra,Sydney,"-33,8803000","151,2485229",Private room,"$46,00",0,1
8742807,Quiet apartment near Queens Park,45865140,Huw,"",Randwick,Sydney,"-33,9036000","151,2481774",Entire home/apt,"$159,00",1,1
8742969,Sun Filled Master bdrm w/ queen bed,24812233,David,"",Waverley,Sydney,"-33,8872000","151,2715694",Private room,"$109,00",0,2
8743386,Stunning Waterfront Location With 180 Degree Views,23873133,Louise,"",Manly,Sydney,"-33,8024000","151,2429669",Entire home/apt,"$251,00",1,5
8743493,Sun Drenched Bondi Loft Apartment,45868498,Simon,"",Waverley,Sydney,"-33,8900000","151,2433734",Entire home/apt,"$115,00",4,1
8744381,Sunny Home 5min from Freshwater Bch,2770528,Marie,"",Warringah,Sydney,"-33,7775000","151,2788538",Private room,"$60,00",7,2
8745633,Private ensuite room in heart of Sydney,23926734,Sandra,"",Sydney,Sydney,"-33,8795000","151,2144257",Private room,"$60,00",11,1
8745935,Spacious Penthouse Style Apartment,41672619,Max And Rach,"",Manly,Sydney,"-33,8022000","151,2894292",Entire home/apt,"$399,00",5,2
8746044,Peaceful retreat close ferry+ beach,40651396,Lana,"",Manly,Sydney,"-33,8066000","151,2914651",Entire home/apt,"$195,00",16,1
8747750,Beautiful and bright 2 bd apt close to everything!,6496994,Grisel,"",Waverley,Sydney,"-33,8865000","151,2719006",Entire home/apt,"$251,00",6,2
8747776,Kirribilli Apt w/ Syd harbour views,45556685,Clare,"",North Sydney,Sydney,"-33,8501000","151,2175947",Private room,"$65,00",0,1
8749049,Balmain Heritage Cottage - pets on request,40059816,Caryn,"",Leichhardt,Sydney,"-33,8607000","151,1733226",Entire home/apt,"$289,00",5,1
8750978,Large Room in Randwick!,45895148,Niamh,"",Randwick,Sydney,"-33,9130000","151,2394890",Private room,"$60,00",1,1
8758315,Sydney Ocean View Modern Spacious Apartment,11079923,Joseph,"",Waverley,Sydney,"-33,8602000","151,2801449",Entire home/apt,"$999,00",25,1
8758536,"Well Appointed Studio Near The Beach, CBD and UNSW",45931301,Andrew,"",Randwick,Sydney,"-33,9108000","151,2556614",Entire home/apt,"$125,00",14,1
8759863,Modern 1 Bed Apt Bondi Beach,45937207,Amy,"",Waverley,Sydney,"-33,8873000","151,2722147",Entire home/apt,"$132,00",185,1
8760182,Oversized light filled room,45344732,Natalie,"",Sydney,Sydney,"-33,8936000","151,1868064",Private room,"$84,00",28,1
8761115,Private Bushland Oasis,30320604,Anne-Marie,"",Warringah,Sydney,"-33,7556000","151,2253914",Entire home/apt,"$251,00",1,1
8761279,"Great Ocean Views, Cool 2 bedroom apartment",6486581,Matt,"",Waverley,Sydney,"-33,8940000","151,2652237",Entire home/apt,"$190,00",5,2
8761511,"Beautiul 3 bed townhouse, Rozelle",45944620,Claire,"",Leichhardt,Sydney,"-33,8677000","151,1722684",Entire home/apt,"$400,00",0,1
8761727,1 bedroom half home,45654932,Tav,"",Parramatta,Sydney,"-33,7938000","150,9930384",Entire home/apt,"$60,00",0,1
8762113,Beautiful 3 bed architectural home,5557468,Emma,"",Warringah,Sydney,"-33,7816000","151,2846125",Entire home/apt,"$525,00",0,3
8762708,"Cultural location, 4kms to the city",45950717,Jessie,"",Sydney,Sydney,"-33,8796000","151,1792813",Private room,"$75,00",4,1
8763236,Tropical garden hideaway,9294383,Meghan,"",Pittwater,Sydney,"-33,6178000","151,3321392",Entire home/apt,"$500,00",4,1
8763617,Art Deco 1 Br Apartment,8809795,Zoya,"",Sydney,Sydney,"-33,8748000","151,2255200",Entire home/apt,"$100,00",37,1
8763745,Charming Terrace in Surry Hills,22817213,Gee,"",Sydney,Sydney,"-33,8856000","151,2176643",Entire home/apt,"$129,00",2,1
8764595,"2 Bedroom, kitchen, pool + Golf Course access.",36928136,Arlette & Robert,"",Pittwater,Sydney,"-33,6718000","151,2975303",Entire home/apt,"$129,00",85,1
8764978,Bright inner city apartment!,24332005,Tali,"",Sydney,Sydney,"-33,8881000","151,2059961",Entire home/apt,"$130,00",7,1
8766964,Deluxe Twin Room With Mountain View,28025034,Jimmy,"",The Hills Shire,Sydney,"-33,6296000","151,0147475",Private room,"$138,00",0,5
8767570,Eastgardens New Charming Bedrooms for Rent,45512186,Meesha,"",Botany Bay,Sydney,"-33,9484000","151,2292696",Private room,"$64,00",17,6
8768558,Huge Modern House Walk To Beach,20253575,Jenny,"",Randwick,Sydney,"-33,9648000","151,2494641",Entire home/apt,"$700,00",0,1
8779091,The Terrace,7940457,Donna,"",Penrith,Sydney,"-33,7288000","150,7040912",Entire home/apt,"$199,00",9,13
8779759,"Bright, secure and well located apt",46021538,Madeleine,"",Sydney,Sydney,"-33,8927000","151,2143891",Entire home/apt,"$115,00",2,1
8779775,Bondi Clouds,24800093,Nick,"",Waverley,Sydney,"-33,8932000","151,2643331",Entire home/apt,"$150,00",127,1
8780351,Summer Haven by the Harbour,2725174,Michele,"",Lane Cove,Sydney,"-33,8265000","151,1748918",Entire home/apt,"$500,00",0,2
8780717,"Brand new, lovely and comfortable",45862437,Claudia,"",Canterbury,Sydney,"-33,9483000","151,0622943",Entire home/apt,"$140,00",39,2
8782570,"Sunny, ensuite room in urban space",22061432,Megan,"",Sydney,Sydney,"-33,9100000","151,2000595",Private room,"$65,00",0,1
8782702,Home from Home Accommodation,46035641,Julie,"",Warringah,Sydney,"-33,7511000","151,2887775",Private room,"$75,00",67,1
8783388,Would suit quiet person,46039132,Sam,"",North Sydney,Sydney,"-33,8449000","151,2049537",Entire home/apt,"$190,00",0,1
8783414,Absolute beachfront apartment Freshwater,46039167,Jeremy,"",Warringah,Sydney,"-33,7800000","151,2920730",Entire home/apt,"$251,00",2,1
8784469,PADDO 1 BED WIFI BALCONY,4298915,Awaba,"",Woollahra,Sydney,"-33,8882000","151,2345785",Entire home/apt,"$112,00",0,38
8785796,Luxury Bondi Beach Penthouse !!,46049755,Tommy,"",Waverley,Sydney,"-33,8900000","151,2739293",Entire home/apt,"$300,00",0,1
8785999,Wyobie One - Peaceful Oasis near Manly,46050980,Jill,"",Manly,Sydney,"-33,7955000","151,2611420",Entire home/apt,"$161,00",51,1
8788227,Blue Skye Dreaming,7280755,Jo,"",Manly,Sydney,"-33,8062000","151,2847284",Entire home/apt,"$419,00",0,1
8788675,Spacious house with yard for X-mas/ New Year,39088960,Toby And Jacinta,"",Sydney,Sydney,"-33,8982000","151,1989521",Entire home/apt,"$202,00",3,1
8795052,Beautiful apartment 300m from beach,8978808,Alex,"",Warringah,Sydney,"-33,7529000","151,2924854",Entire home/apt,"$115,00",0,1
8797439,4 bedroom home 2km from Cronulla beaches,24682939,Kirsty,"",Sutherland Shire,Sydney,"-34,0438000","151,1307151",Entire home/apt,"$199,00",11,1
8799329,Courtyard Master B'Room in Eco Home,21147059,David,"",Hornsby,Sydney,"-33,7721000","151,0707939",Private room,"$96,00",52,1
8799519,Double Room w/ensuite in heart of Bondi Junction,31636120,Odhran,"",Waverley,Sydney,"-33,8913000","151,2445579",Private room,"$65,00",1,1
8800111,A peaceful treehouse sanctuary,46112946,Roxana,"",Pittwater,Sydney,"-33,6295000","151,3235097",Entire home/apt,"$329,00",0,1
8800690,"Spacious, sun-drenched 3-bed house",23689090,Nikolas,"",Willoughby,Sydney,"-33,7978000","151,1741789",Entire home/apt,"$220,00",1,2
8801129,Your lovely home away from home !,2981165,Aimee,"",Marrickville,Sydney,"-33,9174000","151,1454047",Entire home/apt,"$130,00",0,1
8801363,Lovely apartment Manly Beach,46119518,Francis,"",Manly,Sydney,"-33,7940000","151,2869215",Entire home/apt,"$199,00",0,1
8801399,SUNNY APARTMENT FIVE WAYS PADDINGTO,7992659,Emily,"",Woollahra,Sydney,"-33,8823000","151,2276894",Private room,"$90,00",0,1
8801526,"Comfortable, Cosy Apartment Close to the City",44981246,Jean-Pierre,"",Sydney,Sydney,"-33,8734000","151,2242370",Entire home/apt,"$180,00",90,1
8801901,Manly Beach Harbourside apartment.,46119814,Josephine,"",Manly,Sydney,"-33,7983000","151,2847665",Entire home/apt,"$190,00",91,1
8804315,Cheap private room close to Central,4399722,Yoco,"",Sydney,Sydney,"-33,8896000","151,2054884",Private room,"$55,00",29,16
8805777,Large 1 Bed Apartment Randwick,10574648,Ciaran,"",Randwick,Sydney,"-33,9136000","151,2381202",Entire home/apt,"$150,00",0,1
8806530,Lightfilled room 100m from beach,6874904,Marko,"",Manly,Sydney,"-33,7905000","151,2854088",Private room,"$71,00",103,6
8814897,Spacious family home close to Sydney City,6173039,Rafael,"",Leichhardt,Sydney,"-33,8751000","151,1705730",Entire home/apt,"$251,00",1,1
8815279,Stylish Bondi Beach Pad!,4794182,Erin,"",Waverley,Sydney,"-33,8953000","151,2689927",Entire home/apt,"$300,00",4,1
8815528,Flat in Narrabeen,46180425,Joao,"",Warringah,Sydney,"-33,7102000","151,3020587",Entire home/apt,"$199,00",2,1
8815875,House sunny deck & leafy outlook,2702683,Alexandra,"",Manly,Sydney,"-33,7868000","151,2426405",Entire home/apt,"$251,00",3,1
8815903,Penthouse near stunning beaches!,6128094,Caryl Ann,"",Randwick,Sydney,"-33,9110000","151,2555767",Entire home/apt,"$199,00",4,1
8815973,New queen matress in own room.,40446794,Rob,"",Ashfield,Sydney,"-33,8860000","151,1375057",Private room,"$50,00",78,2
8816462,Bedroom with private bathroom in Rosebery,12625052,Douglas,"",Sydney,Sydney,"-33,9154000","151,2038234",Private room,"$66,00",2,1
8818276,Nice new apartment,46194605,Oscar,"",Marrickville,Sydney,"-33,9140000","151,1549220",Entire home/apt,"$75,00",6,1
8821608,Great Large Room in Kensington,44719498,Michael,"",Randwick,Sydney,"-33,9097000","151,2222656",Private room,"$60,00",1,1
8823892,One modern bed fully furnished apt,41023992,Laura,"",Botany Bay,Sydney,"-33,9557000","151,2284083",Entire home/apt,"$100,00",2,1
8829639,Parkland Apartment,31571193,Gareth,"",Sydney,Sydney,"-33,8942000","151,2301619",Entire home/apt,"$100,00",2,1
8829966,Room - close to Sydney's CBD,17996796,Victor,"",Sydney,Sydney,"-33,8837000","151,1830679",Private room,"$71,00",5,1
8830683,Garden bedrooms with en-suite lounge own entrance,8376366,Rob,"",Waverley,Sydney,"-33,8959000","151,2573627",Private room,"$199,00",0,4
8831150,Spacious Art Deco Apartment,18069899,Tamara,"",Waverley,Sydney,"-33,8893000","151,2600934",Entire home/apt,"$450,00",1,1
8831270,RESORT-LIFESTYLE 2 BED APT,22199522,Ashley,"",Marrickville,Sydney,"-33,9028000","151,1376840",Entire home/apt,"$109,00",16,1
8831721,New light comfortable & convenient,46257468,Tracey,"",Randwick,Sydney,"-33,9489000","151,2407358",Entire home/apt,"$90,00",127,1
8831777,Charming Newtown Terrace,8764321,Nina,"",Marrickville,Sydney,"-33,9047000","151,1795012",Entire home/apt,"$159,00",1,1
8831946,Large New Family Home near Manly,27514587,Neil,"",Warringah,Sydney,"-33,7871000","151,2567103",Entire home/apt,"$390,00",0,1
8832108,Spacious Sea View Pad!,22698453,Muneesh,"",Randwick,Sydney,"-33,9235000","151,2557718",Private room,"$75,00",1,1
8832183,Beautiful 1 Bedroom Apartment,44406277,Connor,"",Sydney,Sydney,"-33,9097000","151,2129429",Entire home/apt,"$161,00",1,1
8833063,Leafy Unit with balcony 5 mins to Mall & Trains,45878438,Johan,"",Hornsby,Sydney,"-33,6997000","151,1031350",Entire home/apt,"$98,00",1,1
8833142,"Welcoming, Resort Style Home",13831272,Stacey,"",Ashfield,Sydney,"-33,8749000","151,1231306",Entire home/apt,"$419,00",2,1
8834070,Rockdale single room 15min to CITY,33617827,Penny,"",Rockdale,Sydney,"-33,9466000","151,1405993",Private room,"$24,00",1,3
8834219,Affordable BONDI apartment,9045258,Nick,"",Woollahra,Sydney,"-33,8852000","151,2666084",Entire home/apt,"$127,00",0,2
8834612,"Spatious loft room, CBD",24878345,Georgi,"",Sydney,Sydney,"-33,8770000","151,2178494",Private room,"$80,00",2,1
8835103,La Sirena - Ocean-front family home,44632239,Emilia,"",Waverley,Sydney,"-33,9078000","151,2687948",Entire home/apt,"$1300,00",0,4
8835165,Surry Hills Studio to call Home!,26721554,Nancy,"",Sydney,Sydney,"-33,8830000","151,2126613",Entire home/apt,"$82,00",114,7
8846632,Close to the heart of Sydney!,34947658,Ron,"",Marrickville,Sydney,"-33,9050000","151,1356006",Entire home/apt,"$84,00",0,1
8847020,Modern & luminous-walk2beaches 2bdr,199198,Chris,"",Waverley,Sydney,"-33,9054000","151,2620629",Entire home/apt,"$119,00",6,1
8847401,Modern Apartment Great Location,43205207,Jeremy,"",Randwick,Sydney,"-33,9120000","151,2463677",Entire home/apt,"$150,00",1,2
8847732,Entire Family Home - Beachside living,46177601,Vanessa,"",Randwick,Sydney,"-33,9806000","151,2391262",Entire home/apt,"$295,00",25,1
8848290,Tranquility in the Tree Tops,12065769,Sara,"",Pittwater,Sydney,"-33,6539000","151,2816971",Entire home/apt,"$154,00",4,1
8849178,*** Bondi Tamarama beach haven ***,5727736,A.M,"",Waverley,Sydney,"-33,8970000","151,2738742",Private room,"$84,00",35,2
8849197,Chez Redfern 3 bedroom,2509326,Cat,"",Sydney,Sydney,"-33,8961000","151,2152185",Entire home/apt,"$345,00",82,3
8849319,Modern North Curl Curl Beach House,43224683,George,"",Warringah,Sydney,"-33,7620000","151,2957789",Entire home/apt,"$651,00",10,1
8849333,private room for rent,46336165,Lisa,"",Sydney,Sydney,"-33,8847000","151,2006574",Private room,"$100,00",0,1
8849380,"Fab Bondi 2 bed, close to beach & city transport",9769150,Taz,"",Waverley,Sydney,"-33,8921000","151,2620411",Entire home/apt,"$199,00",0,1
8849605,Cute apartment near ferry & cbd,13790981,Rachel,"",Mosman,Sydney,"-33,8302000","151,2393108",Entire home/apt,"$165,00",0,1
8849614,Designer Studio Flat with Private Terrace,11277734,Bonnie,"",Sydney,Sydney,"-33,8705000","151,2288432",Entire home/apt,"$163,00",45,1
8849708,city view apartment in erskineville,46254874,Michael,"",Sydney,Sydney,"-33,9053000","151,1831134",Entire home/apt,"$145,00",1,1
8850133,The White House,20300905,Raveena,"",Woollahra,Sydney,"-33,8860000","151,2516343",Entire home/apt,"$900,00",1,1
8850487,Sunny Art Deco in Bondi Beach,385108,Dan,"",Waverley,Sydney,"-33,8854000","151,2694377",Entire home/apt,"$280,00",1,2
8850809,"Potts Point Entire 1 Bdrm apt, fully equipd",6191753,Odette,"",Sydney,Sydney,"-33,8728000","151,2260039",Entire home/apt,"$186,00",0,1
8851256,PROS - Manly Daydream 5,16357713,PropertyProviders,"",Manly,Sydney,"-33,7991000","151,2787052",Entire home/apt,"$251,00",1,103
8862842,Lovely inner city home,46394579,Timothy,"",Sydney,Sydney,"-33,9008000","151,1911873",Entire home/apt,"$350,00",1,1
8863022,Modern secret apartment,14940036,Chris,"",Warringah,Sydney,"-33,7810000","151,2640161",Entire home/apt,"$145,00",13,2
8864328,apartment with views of the Harbour Bridge,97175,Hayley,"",North Sydney,Sydney,"-33,8381000","151,2188137",Entire home/apt,"$400,00",0,2
8865472,Avalon Beach Retreat Home,20243805,Dianna,"",Pittwater,Sydney,"-33,6321000","151,3226067",Entire home/apt,"$400,00",1,1
8866836,Charming Open-Plan Studio in the Heart of Surry Hills,2454461,Dean,"",Sydney,Sydney,"-33,8898000","151,2084442",Entire home/apt,"$130,00",190,1
8866990,Wake up to sunrise and ocean views,16894527,Stuart,"",Randwick,Sydney,"-33,9270000","151,2597459",Entire home/apt,"$130,00",6,1
8867131,Industrial Attic.,9031139,Jason,"",Sydney,Sydney,"-33,8869000","151,1966624",Private room,"$84,00",67,3
8867132,LARGE 1 BED APT COOGEE. 10min walk from the beach!,29654626,Alistair,"",Randwick,Sydney,"-33,9191000","151,2489222",Entire home/apt,"$84,00",2,1
8867190,Comfy Double Room in Hip Newtown,10321841,Ying,"",Marrickville,Sydney,"-33,9059000","151,1791005",Private room,"$60,00",1,2
8867224,Private room in Bondi Junction home,4526309,Juliette,"",Waverley,Sydney,"-33,8956000","151,2443733",Private room,"$84,00",15,3
8867312,North Curl Curl beach retreat,46413982,Eduardo,"",Warringah,Sydney,"-33,7635000","151,2882017",Entire home/apt,"$500,00",2,1
8867972,2bd Modern Bondi Beach Pad available Xmas & NY,8208138,Tom,"",Waverley,Sydney,"-33,8887000","151,2638970",Entire home/apt,"$350,00",2,1
8868216,Gorgeous 2 Bedroom Apartment Bondi,14819649,Justine,"",Waverley,Sydney,"-33,8952000","151,2678270",Entire home/apt,"$288,00",6,1
8869144,A Perfect Outlook - 3months avail. from May 19,46423600,Min,"",Pittwater,Sydney,"-33,6458000","151,3178950",Entire home/apt,"$325,00",3,1
8869486,Private Luxury Queen Room With Spa,46425949,Chorlie,"",Sydney,Sydney,"-33,8686000","151,1899180",Private room,"$93,00",0,1
8869495,Northern Beaches Retreat.,46426013,Simon,"",Warringah,Sydney,"-33,7687000","151,2912618",Private room,"$100,00",5,1
8869697,Luxury Catamaran Sydney Harbour,24236710,Brian,"",Mosman,Sydney,"-33,8454000","151,2396448",Entire home/apt,"$1300,00",2,1
8870156,Bondi Beach Big Balcony & Sea Views,22513795,Tanya,"",Waverley,Sydney,"-33,8951000","151,2684254",Entire home/apt,"$80,00",13,1
8870552,Large & Bright room in Sydney,46430712,Emily,"",Sydney,Sydney,"-33,8789000","151,2241776",Private room,"$64,00",1,1
8871394,Woollahra/Bondi Junction apartment,46433509,Peta,"",Woollahra,Sydney,"-33,8871000","151,2457813",Entire home/apt,"$170,00",41,1
8872840,"Beach house,  Sydney, Coogee",11947101,Sophie,"",Randwick,Sydney,"-33,9173000","151,2591790",Entire home/apt,"$275,00",10,3
8873739,Newly renovated 2 x bed beach house,46443085,Katie & Ben,"",Manly,Sydney,"-33,7915000","151,2838100",Entire home/apt,"$350,00",1,1
8873742,BRIGHT APARTMENT WITH OCEAN & BRIDGE VIEWS,23477222,Holly,"",Waverley,Sydney,"-33,8848000","151,2837370",Private room,"$186,00",1,1
8886511,Gorgeous period beachside house,19249362,Claire,"",Manly,Sydney,"-33,7956000","151,2782146",Entire home/apt,"$220,00",1,1
8888195,One Bedroom in a quiet neighbour,15847042,Varalee,"",Botany Bay,Sydney,"-33,9269000","151,2114553",Private room,"$55,00",1,1
8888227,Beautiful Flat ❤️ of Bondi Beach,46105311,Diana,"",Waverley,Sydney,"-33,8841000","151,2698096",Entire home/apt,"$300,00",0,1
8889288,Master Bedroom in modern  apartment,45850741,Aisling,"",Randwick,Sydney,"-33,9147000","151,2382246",Private room,"$48,00",3,1
8889437,Sunny Bondi Beachfront Apartment,21951925,Tansa,"",Waverley,Sydney,"-33,8879000","151,2776251",Entire home/apt,"$150,00",6,1
8889782,Spacious but cosy apartment,45411371,Laura,"",Sydney,Sydney,"-33,8731000","151,2263447",Entire home/apt,"$180,00",0,1
8890741,House Bondi Junction,5580608,Dave,"",Woollahra,Sydney,"-33,8900000","151,2538292",Entire home/apt,"$300,00",0,1
8891628,Best located studio in Bondi Beach - great value!,46521606,Andrew,"",Waverley,Sydney,"-33,8894000","151,2818306",Entire home/apt,"$161,00",6,1
8894113,Hurstville 3 分钟火车站,46530318,Grace,"",City Of Kogarah,Sydney,"-33,9709000","151,1041032",Private room,"$53,00",0,1
8894320,"Sunny, open-plan beach pad",21110349,Katie,"",Randwick,Sydney,"-33,9099000","151,2551143",Entire home/apt,"$280,00",13,1
8894480,"Luxury family home, quiet with pool",32995641,Stuart,"",Manly,Sydney,"-33,8056000","151,2656224",Entire home/apt,"$496,00",0,1
8895229,3 Bedroom 2 Bath Spacious Townhouse,46535593,Sandeep,"",Hornsby,Sydney,"-33,7331000","151,0791363",Entire home/apt,"$215,00",2,1
8903535,Spend Christmas in a great location,46273190,Laura,"",Randwick,Sydney,"-33,9355000","151,2421661",Entire home/apt,"$190,00",2,1
8905329,Art Deco beauty minutes from Manly,10833630,Tiffany,"",Manly,Sydney,"-33,7989000","151,2730407",Private room,"$75,00",3,3
8905458,Beautiful home with sunny terrace,34553399,Ryan,"",Sydney,Sydney,"-33,8785000","151,1895371",Entire home/apt,"$150,00",0,1
8905626,Ocean Views & Private Access to Beach,20986225,Mat,"",Warringah,Sydney,"-33,7788000","151,2933890",Entire home/apt,"$379,00",0,1
8906002,comfortable one bedroom,3689448,Jie,"",Leichhardt,Sydney,"-33,8837000","151,1694072",Entire home/apt,"$145,00",1,1
8906218,Fully renovated spacious dream home,46583835,Elli,"",Waverley,Sydney,"-33,8716000","151,2823860",Entire home/apt,"$950,00",0,1
8906333,Big comfortable clean home,15337802,Tina,"",Holroyd,Sydney,"-33,8235000","150,9673525",Private room,"$120,00",6,3
8906960,"MOSMAN VIEWS TO DIE FOR NBN, PARKING!!!",4298915,Awaba,"",Mosman,Sydney,"-33,8408000","151,2340830",Entire home/apt,"$144,00",11,38
8907861,Queen Bedroom in Sunny North Bondi,46592826,James,"",Waverley,Sydney,"-33,8833000","151,2788483",Private room,"$120,00",3,1
8909951,"Attic room, 1880s terrace, Redfern",20632451,Fiona,"",Sydney,Sydney,"-33,8934000","151,2051930",Private room,"$43,00",10,3
8909964,City View Medium Rm with Double Bed,46603014,John,"",Leichhardt,Sydney,"-33,8608000","151,1786368",Private room,"$50,00",1,1
8910486,Summer Balmoral Beach Pad,19204871,Lucy,"",Mosman,Sydney,"-33,8273000","151,2506818",Entire home/apt,"$199,00",1,1
8910844,10min away from Sydney CBD,46433515,Ivy,"",Botany Bay,Sydney,"-33,9248000","151,1889449",Private room,"$48,00",4,1
8911228,"The House with nice garden,",31831817,Dao,"",Bankstown,Sydney,"-33,8940000","151,0022497",Private room,"$46,00",30,2
8912486,Beachside Boutique Apartment,22965812,Michael,"",Waverley,Sydney,"-33,8957000","151,2723302",Entire home/apt,"$215,00",2,1
8912495,Master Bedroom Newtown Erskineville,44412096,Daniel,"",Sydney,Sydney,"-33,9023000","151,1834315",Private room,"$48,00",2,1
8912977,Spacious and modern near beaches,1920926,Miriam,"",Randwick,Sydney,"-33,9573000","151,2310253",Entire home/apt,"$140,00",7,1
8913396,Log Cabin by the Sea - Pittwater,12525064,Sally,"",Pittwater,Sydney,"-33,6313000","151,3160084",Entire home/apt,"$320,00",76,2
8922852,Spacious loft with a cool seabreeze,29422060,Robert,"",Randwick,Sydney,"-33,9142000","151,2566491",Entire home/apt,"$137,00",61,3
8923316,Spacious unit with vast sea views,29422060,Robert,"",Randwick,Sydney,"-33,9405000","151,2612296",Entire home/apt,"$210,00",35,3
8923383,Nice and Tidy 1st floor apartment,46662256,H M,"",Canterbury,Sydney,"-33,9266000","151,0727093",Entire home/apt,"$96,00",3,1
8923470,Ocean view between bondi & tamarama,10337012,Julie,"",Waverley,Sydney,"-33,8970000","151,2678700",Private room,"$86,00",38,1
8924082,Explore Rozelle Village from a Downtown Home,2790530,Brooke,"",Leichhardt,Sydney,"-33,8607000","151,1703164",Entire home/apt,"$700,00",68,1
8924103,"Sunny, freshly-renovated, home",2497968,Sam,"",Sydney,Sydney,"-33,8935000","151,2014003",Entire home/apt,"$350,00",5,1
