id;name;host_id;host_name;neighbourhood_group;neighbourhood;city;room_type;price;usd;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;tipo disponibilidad;tipo host
6400;The Studio Milan;13822;Francesca;-;TIBALDI;Milán;Private room;100;116;4;12;1;358;Disponibilidad alta;particular
23986;""" Characteristic Milanese flat""";95941;Jeremy;-;NAVIGLI;Milán;Entire home/apt;150;174;1;15;1;363;Disponibilidad alta;particular
28300;nice flat near the park;121663;Marta;-;SARPI;Milán;Private room;180;208,8;1;8;1;365;Disponibilidad alta;particular
32119;Nico & Cynthia's Easy Yellow Suite;138683;Nico&Cinzia;-;VIALE MONZA;Milán;Entire home/apt;75;87;2;15;3;200;Disponibilidad alta;profesional
32649;Nico&Cinzia's Red Easy Suite!;138683;Nico&Cinzia;-;VIALE MONZA;Milán;Entire home/apt;71;82,36;2;29;3;308;Disponibilidad alta;profesional
37256;COZY FULLY FURNISHED PRIVATE STUDIO CITY CENTER;119002;Giancarlo;-;BUENOS AIRES - VENEZIA;Milán;Private room;55;63,8;2;34;2;0;Disponibilidad baja;particular
40470;Giacinto Cosy & clean flat near MM1;174203;Giacinto;-;VIALE MONZA;Milán;Entire home/apt;75;87;3;37;2;350;Disponibilidad alta;particular
42732;Navigli near down town, linked Expo;186608;Francesco;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;199;230,84;2;14;2;362;Disponibilidad alta;particular
46536;Nico & Cinzia's Pink Suite!;138683;Nico&Cinzia;-;VIALE MONZA;Milán;Entire home/apt;76;88,16;2;27;3;150;Disponibilidad media;profesional
55055;BEAUTIFUL MODERN ATTIC CENTER OF MI;246217;Cristina;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;145;168,2;3;2;1;365;Disponibilidad alta;particular
59226;Near Piazza Gae Aulenti silent e reserved flat;244087;Francesca;-;CENTRALE;Milán;Entire home/apt;80;92,8;2;7;1;89;Disponibilidad baja;particular
65142;Very Nice Luxury Apt Central Milan;318394;Angelo;-;CENTRALE;Milán;Entire home/apt;52;60,32;20;353;1;191;Disponibilidad alta;particular
69749;Charming Apt in the heart of Milan;144021;Silvia&Max;-;XXII MARZO;Milán;Entire home/apt;140;162,4;2;95;5;87;Disponibilidad baja;profesional
70591;Chiara & Mesopotamia: Charmy & Lightly home;358567;Chiara;-;SARPI;Milán;Private room;100;116;1;165;1;364;Disponibilidad alta;particular
73892;BRERA LOVELY STUDIO FOR YOU 3;387110;Silvia;-;BRERA;Milán;Entire home/apt;101;117,16;2;84;3;356;Disponibilidad alta;profesional
74835;Amazin attic in front of the castle;157872;Augusto;-;DUOMO;Milán;Entire home/apt;280;324,8;7;3;1;0;Disponibilidad baja;particular
76671;Charming Attic, You Will Love It;409538;Valentina;-;TICINESE;Milán;Entire home/apt;80;92,8;3;2;1;242;Disponibilidad alta;particular
77958;BRERA  LOVELY WHITE BOAT STUDIO 2;387110;Silvia;-;BRERA;Milán;Entire home/apt;100;116;2;70;3;361;Disponibilidad alta;profesional
79696;Special loft Navigli/Bocconi/Duomo;429570;Cristina;-;TICINESE;Milán;Entire home/apt;90;104,4;2;45;4;111;Disponibilidad media;profesional
81202;Sunny Apartment Milan;439051;Gian Luca;-;ISOLA;Milán;Entire home/apt;79;91,64;3;10;1;313;Disponibilidad alta;particular
81908;DESIGN FASHION WEEK APARTMENTT;445128;Anna;-;BANDE NERE;Milán;Entire home/apt;250;290;7;4;1;365;Disponibilidad alta;particular
82227;Your green oasis in Milan's center.;447162;Michele;-;WASHINGTON;Milán;Entire home/apt;70;81,2;3;6;1;364;Disponibilidad alta;particular
82635;Mansarda con terrazzo;443414;Paola;-;UMBRIA - MOLISE;Milán;Entire home/apt;90;104,4;5;4;1;87;Disponibilidad baja;particular
84741;Nice room with private bathroom;443989;Francesca;-;PARCO FORLANINI - ORTICA;Milán;Private room;23;26,68;2;464;2;0;Disponibilidad baja;particular
84903;Cozy apartment for rent in Milano!!;464513;Alessandra;-;LAMBRATE;Milán;Entire home/apt;45;52,2;2;37;1;0;Disponibilidad baja;particular
85798;The Family Loft|Parking| Istituto dei Tumori;470396;Michelle;-;LAMBRATE;Milán;Entire home/apt;70;81,2;1;59;3;22;Disponibilidad baja;profesional
88130;Great comfortable & quite APT. x 4 people!;481475;Cinzia;-;VILLAPIZZONE;Milán;Entire home/apt;195;226,2;2;6;1;363;Disponibilidad alta;particular
90830;Beautiful original loft with garden;414209;Laura;-;NAVIGLI;Milán;Entire home/apt;110;127,6;2;12;1;358;Disponibilidad alta;particular
92978;Navigli district – Nice room for easygoing women;499575;Elena;-;NAVIGLI;Milán;Private room;30;34,8;2;11;1;358;Disponibilidad alta;particular
93025;Elegant Apartment - Milano downtown;499743;Angela;-;GUASTALLA;Milán;Entire home/apt;90;104,4;2;62;1;0;Disponibilidad baja;particular
93232;Spacious luminous central flat;500414;Chiara;-;XXII MARZO;Milán;Private room;55;63,8;5;10;1;364;Disponibilidad alta;particular
93888;44 Suite Harmony Central train Station;502750;Ale & Max;-;CENTRALE;Milán;Entire home/apt;70;81,2;1;444;4;8;Disponibilidad baja;profesional
94233;Nice Loft close to C.so Como Milan;503840;Andre & A.;-;ISOLA;Milán;Entire home/apt;95;110,2;1;38;4;192;Disponibilidad alta;profesional
98119;NiceRoom & SofàBed under the Roof !;503840;Andre & A.;-;ISOLA;Milán;Private room;65;75,4;2;33;4;191;Disponibilidad alta;profesional
98500;LUXURIOUS bright adjacent Avenida;514653;Angelo;-;CITTA' STUDI;Milán;Entire home/apt;230;266,8;1;11;4;365;Disponibilidad alta;profesional
99234;Loft|Terrace & Free public Parking;470396;Michelle;-;LAMBRATE;Milán;Private room;43;49,88;1;95;3;3;Disponibilidad baja;profesional
101087;"Flat "" Chiesa Rossa2 in Milan";530151;Vincenzo;-;STADERA;Milán;Entire home/apt;60;69,6;3;8;1;1;Disponibilidad baja;particular
101550;S. Siro - Bright, quiet & close to everywhere;531941;Iacopo;-;S. SIRO;Milán;Private room;17;19,72;90;51;2;365;Disponibilidad alta;particular
102817;Open Space Loft Navigli Area Milano;512747;Paolo Maurizio;-;S. CRISTOFORO;Milán;Entire home/apt;55;63,8;3;541;3;321;Disponibilidad alta;profesional
104449;Magic House in the heart  of town;543620;Roberta;-;ISOLA;Milán;Entire home/apt;120;139,2;2;124;2;177;Disponibilidad media;particular
105082;Bright Room in a Charming Flat;194148;MariaVittoria;-;BUENOS AIRES - VENEZIA;Milán;Private room;76;88,16;2;9;2;364;Disponibilidad alta;particular
106345;Sunny room: Italian Design taste;551230;Caterina;-;CENTRALE;Milán;Private room;60;69,6;1;27;1;365;Disponibilidad alta;particular
109384;Design apartment Wifi Fiera Mico;564830;Giovanni;-;WASHINGTON;Milán;Entire home/apt;80;92,8;2;146;1;284;Disponibilidad alta;particular
122514;Brand new appartment in Milan;613760;Marco;-;GIAMBELLINO;Milán;Entire home/apt;50;58;2;46;1;323;Disponibilidad alta;particular
136364;Romantic Room: Milano Bella B&B;667647;Martin;-;BUENOS AIRES - VENEZIA;Milán;Private room;90;104,4;2;2;3;0;Disponibilidad baja;profesional
138071;Milan Navigli 1 bedroom flat quaint;674434;Max;-;NAVIGLI;Milán;Entire home/apt;98;113,68;1;67;1;227;Disponibilidad alta;particular
140134;Nice flat, piano and yoga classes!;144021;Silvia&Max;-;XXII MARZO;Milán;Private room;49;56,84;1;247;5;89;Disponibilidad baja;profesional
140874;Experience a 3 level house in Milan;685839;Serena;-;ISOLA;Milán;Private room;49;56,84;1;123;1;355;Disponibilidad alta;particular
141833;Piccolo Attico Duomo // 3-18 months stay contract;689467;Ilaria;-;DUOMO;Milán;Entire home/apt;180;208,8;15;79;7;190;Disponibilidad alta;profesional
142784;downtown ONLY for WOMEN  subway wi-fi SINGLE ROOM;693290;Alessandra;-;PADOVA;Milán;Private room;41;47,56;1;127;1;0;Disponibilidad baja;particular
143329;holiday rental apartment milan central;695509;Sonia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;72;83,52;3;48;1;306;Disponibilidad alta;particular
143674;Sunny Room + Private Bath in Milan;682510;Gio;-;ISOLA;Milán;Private room;31;35,96;3;186;1;0;Disponibilidad baja;particular
155720;matrimoni red room on Canals center;748765;Bruna;-;NAVIGLI;Milán;Private room;40;46,4;1;135;4;222;Disponibilidad alta;profesional
161605;Green private room and bath;773109;Monica;-;UMBRIA - MOLISE;Milán;Private room;130;150,8;3;2;2;364;Disponibilidad alta;particular
169871;B&B Milano Bella: Relax in Town;667647;Martin;-;BUENOS AIRES - VENEZIA;Milán;Private room;90;104,4;1;5;3;0;Disponibilidad baja;profesional
171017;Charming Terrace Flat with Veranda, 15 min Centre;815807;Katia;-;LORETO;Milán;Entire home/apt;40;46,4;2;310;1;257;Disponibilidad alta;particular
172600;Stay at 100m from FieraMilanoCity;819192;Elena;-;DE ANGELI - MONTE ROSA;Milán;Entire home/apt;59;68,44;2;32;1;43;Disponibilidad baja;particular
178992;Very bright, quiet, cosy, Navigli-Bocconi-centre;856935;Ottavia;-;TICINESE;Milán;Entire home/apt;43;49,88;30;0;47;0;Disponibilidad baja;profesional
179197;300 yr. old Loft Central Milan;857154;Richard;-;TICINESE;Milán;Entire home/apt;75;87;1;344;1;0;Disponibilidad baja;particular
189441;A cozy loft in Milan fully equipped;913914;Edoardo;-;BOVISASCA;Milán;Private room;35;40,6;2;113;1;180;Disponibilidad media;particular
189457;Bright Openspace in city centre;913985;Sonia;-;WASHINGTON;Milán;Entire home/apt;145;168,2;2;35;1;362;Disponibilidad alta;particular
190321;brand new apt, italian design,70mq;419912;Yasha;-;BANDE NERE;Milán;Entire home/apt;40;46,4;2;1;1;0;Disponibilidad baja;particular
205299;Navigli Loft Room with Private Bathroom;28868;Chiara;-;TIBALDI;Milán;Private room;30;34,8;7;216;1;59;Disponibilidad baja;particular
206450;Porta Romana, it's so Milan;930535;Francesco;-;PORTA ROMANA;Milán;Entire home/apt;95;110,2;2;98;1;308;Disponibilidad alta;particular
214100;bilocale in zona signorile-università cattolica;500753;Laura;-;WASHINGTON;Milán;Entire home/apt;65;75,4;3;0;1;178;Disponibilidad media;particular
215775;Comfortable and quiet apartment;1113851;Giovanni;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;75;87;3;12;1;89;Disponibilidad baja;particular
218379;AMAZING LOFT NAVIGLI - PRIVATE ROOM;962865;Melissa;-;NAVIGLI;Milán;Private room;90;104,4;2;9;3;315;Disponibilidad alta;profesional
222900;pretty apt-navigli-expo;1157462;Sabrina;-;TORTONA;Milán;Entire home/apt;70;81,2;30;53;1;0;Disponibilidad baja;particular
224432;Really bright flat, downtown Milan;144021;Silvia&Max;-;XXII MARZO;Milán;Entire home/apt;74;85,84;2;152;5;70;Disponibilidad baja;profesional
226939;A corner of London in Milan;1183857;Nello;-;VILLAPIZZONE;Milán;Private room;70;81,2;2;4;1;365;Disponibilidad alta;particular
227032;Extraordinary flat + private garden;1184388;Alex;-;CITTA' STUDI;Milán;Entire home/apt;250;290;7;10;1;365;Disponibilidad alta;particular
233795;Luxury B&B Antica Brera;1224206;Antonia;-;BRERA;Milán;Entire home/apt;270;313,2;1;68;5;365;Disponibilidad alta;profesional
234090;Nice double room in Milan Downtown;1225428;Mariagrazia;-;BUENOS AIRES - VENEZIA;Milán;Private room;45;52,2;2;118;4;0;Disponibilidad baja;profesional
234244;Charming Nest, Central, Fiber-Optic;1138330;Elena;-;TICINESE;Milán;Entire home/apt;210;243,6;3;139;3;61;Disponibilidad baja;profesional
253394;B&B in Comfort Room!;1296566;Heinz;-;GRATOSOGLIO - TICINELLO;Milán;Private room;27;31,32;30;220;1;308;Disponibilidad alta;particular
255104;Charming boutique apartment @ Duomo;1280906;Carla;-;DUOMO;Milán;Entire home/apt;250;290;1;126;1;365;Disponibilidad alta;particular
255276;Camera doppia per studentesse Bocconi;1245145;Emanuela;-;TIBALDI;Milán;Shared room;40;46,4;7;0;2;363;Disponibilidad alta;particular
255543;Stanza Blu in Milan - Navigli Area;1342941;Andrea;-;TICINESE;Milán;Private room;29;33,64;1;279;1;352;Disponibilidad alta;particular
256390;QUIET, ELEGANT, CENTRAL, PERFECT FOR FAIR;510832;Fabia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;135;156,6;3;6;1;268;Disponibilidad alta;particular
256399;APARTMENT - VIA RIPAMONTI - MILAN;1348719;Claudio;-;VIGENTINA;Milán;Entire home/apt;60;69,6;2;8;2;132;Disponibilidad media;particular
258000;44suite - Joy - central train station;502750;Ale & Max;-;CENTRALE;Milán;Entire home/apt;68;78,88;1;259;4;8;Disponibilidad baja;profesional
272426;Central Area Sempione;1425852;Alessandra;-;SARPI;Milán;Entire home/apt;200;232;2;6;1;365;Disponibilidad alta;particular
279531;Central Double room with bath.;1225428;Mariagrazia;-;BUENOS AIRES - VENEZIA;Milán;Private room;35;40,6;1;0;4;0;Disponibilidad baja;profesional
281710;Corso Venezia Senato Quiet penthouse;1468401;Danny;-;GUASTALLA;Milán;Entire home/apt;83;96,28;2;77;1;349;Disponibilidad alta;particular
284449;Cute attic for romantic people;237347;Juliette Elodie;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;59;68,44;4;173;1;252;Disponibilidad alta;particular
287030;AtticCozy-With Rooftop Terrace;1493251;Simone;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;56;64,96;1;26;2;338;Disponibilidad alta;particular
287066;Digital Nomads Home for monthly staying.;1493433;Antonio;-;BICOCCA;Milán;Entire home/apt;22;25,52;30;2;1;294;Disponibilidad alta;particular
295967;Deliziosa abitazione per soggiorni;1527458;Antonietta;-;BOVISASCA;Milán;Private room;45;52,2;1;29;1;364;Disponibilidad alta;particular
297007;Beautiful Very Clean and cozy comfortable bedroom!;1531776;Rosibel;-;GARIBALDI REPUBBLICA;Milán;Private room;38;44,08;1;344;1;321;Disponibilidad alta;particular
300780;Il GIARDINO PRIVATO DI MILANO;1549375;Norma;-;GHISOLFA;Milán;Entire home/apt;70;81,2;5;6;2;365;Disponibilidad alta;particular
301889;Vintage House in Milan Downtown with 5 bedrooms;1225428;Mariagrazia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;464;538,24;2;33;4;128;Disponibilidad media;profesional
302491;luxury room DUOMO BOCCONI DOMUS  IEO IED NABA IULM;464145;Barbara;-;RIPAMONTI;Milán;Private room;43;49,88;60;2;3;173;Disponibilidad media;profesional
302492;ExpoModa_Room Milano;464145;Barbara;-;RIPAMONTI;Milán;Private room;45;52,2;5;0;3;365;Disponibilidad alta;profesional
303469;Your next cozy retreat in Milano!;1562078;Cinzia E Massimo;-;BANDE NERE;Milán;Entire home/apt;70;81,2;60;12;2;283;Disponibilidad alta;particular
304050;Good starting point to discover Mi;1566887;Elena;-;XXII MARZO;Milán;Private room;39;45,24;1;207;2;314;Disponibilidad alta;particular
309905;Navigli LOFT, with private garden;1593809;Elisa;-;TICINESE;Milán;Entire home/apt;100;116;2;50;1;351;Disponibilidad alta;particular
312428;70's Design Retro Apartment, Heart of Navigli;1606102;Simone;-;TICINESE;Milán;Entire home/apt;85;98,6;6;17;1;0;Disponibilidad baja;particular
317024;Home feeling in Milan Porta Venezia;1625508;Davide;-;BUENOS AIRES - VENEZIA;Milán;Private room;70;81,2;1;2;1;0;Disponibilidad baja;particular
326369;Milano Fiera Business and Congress;1185102;Stefano;-;PORTELLO;Milán;Entire home/apt;85;98,6;3;4;1;0;Disponibilidad baja;particular
329995;your easychic family in MILANO;1493251;Simone;-;BUENOS AIRES - VENEZIA;Milán;Private room;63;73,08;2;42;2;0;Disponibilidad baja;particular
332277;Ospedale SACCO - MIND - Fiera Milano Rho;1693626;Carlo;-;SACCO;Milán;Private room;80;92,8;2;21;1;364;Disponibilidad alta;particular
333223;Room Tortona area - Design week 2021;1697947;Andrea;-;MAGENTA - S. VITTORE;Milán;Private room;500;580;1;2;5;365;Disponibilidad alta;profesional
335766;beautiful loft in the trendy area;1554399;Alessandra;-;TICINESE;Milán;Entire home/apt;180;208,8;4;11;1;334;Disponibilidad alta;particular
336724;Appartamento di charme in Brera;1713099;Vania;-;BRERA;Milán;Entire home/apt;129;149,64;2;102;1;147;Disponibilidad media;particular
340240;room 10 minutes walking from metro;1564998;Francesca;-;LAMBRATE;Milán;Private room;30;34,8;1;16;1;358;Disponibilidad alta;particular
341076;APT 15 min TO CENTER 30 min TO EXPO;1730481;Andrea;-;PARCO LAMBRO - CIMIANO;Milán;Entire home/apt;68;78,88;3;35;1;365;Disponibilidad alta;particular
344791;RedRoom w/balcony 10min by Navigli;1749204;Davide;-;RONCHETTO SUL NAVIGLIO;Milán;Private room;33;38,28;3;68;3;71;Disponibilidad baja;profesional
346020;Vittoria center house;1754612;Franco;-;UMBRIA - MOLISE;Milán;Entire home/apt;57;66,12;3;0;1;256;Disponibilidad alta;particular
348448;Centric studio (Brera). Piano, great view, parking;326090;Lelio;-;BRERA;Milán;Entire home/apt;59;68,44;1;54;1;323;Disponibilidad alta;particular
364897;Quiet apartment in the docks area;1842096;Claudia;-;TICINESE;Milán;Entire home/apt;93;107,88;2;43;1;364;Disponibilidad alta;particular
364919;FASHION BRIGHT CENTRAL  COUSY FLAT;1842857;Silvia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;179;207,64;7;9;1;356;Disponibilidad alta;particular
365083;In the center of Milan, Brera;1843798;Dimitri;-;BRERA;Milán;Private room;50;58;1;10;1;365;Disponibilidad alta;particular
365118;Amazing and sunny loft in Navigli.;1843823;Benedetta;-;S. CRISTOFORO;Milán;Entire home/apt;220;255,2;3;10;1;365;Disponibilidad alta;particular
367858;Cozy flat in Tortona Quarter;1857092;Giuseppe;-;TORTONA;Milán;Entire home/apt;68;78,88;2;46;1;364;Disponibilidad alta;particular
370033;Fancy flat between Duomo & Stazione Centrale;1865237;Mira;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;80;92,8;5;15;3;0;Disponibilidad baja;profesional
374326;CLAIRE'S HOME- tiny cozy bedroom+ private bathroom;1361986;Chiara;-;BUENOS AIRES - VENEZIA;Milán;Private room;66;76,56;2;28;1;5;Disponibilidad baja;particular
375429;B&B in loft with terrace 360° Milan;1888685;Paolo Luigi;-;PARCO FORLANINI - ORTICA;Milán;Entire home/apt;69;80,04;1;3;2;358;Disponibilidad alta;particular
375710;EXPO DOWNTOWN Sempione Castello;1889524;Ilaria;-;SARPI;Milán;Entire home/apt;28;32,48;1;63;3;233;Disponibilidad alta;profesional
379677;Loft Bovisa;1813110;Camillo;-;BOVISA;Milán;Entire home/apt;500;580;3;6;1;365;Disponibilidad alta;particular
380369;Really Nice Loft Isola-Garibaldi;24820593;Yan;-;ISOLA;Milán;Entire home/apt;165;191,4;1;0;1;365;Disponibilidad alta;particular
381512;CAIROLI TUBE-DUOMO DOWNTOWN-SUPER WIFI-NETFLIX;1889524;Ilaria;-;DUOMO;Milán;Entire home/apt;300;348;1;33;3;362;Disponibilidad alta;profesional
381807;Accogliente e collegatissimo zona Isola, Milano;1914597;Arianna E Matteo;-;ISOLA;Milán;Entire home/apt;40;46,4;2;16;1;177;Disponibilidad media;particular
383918;Milan-Navigli: freshly renewd apt;1921860;Raffaello;-;TICINESE;Milán;Entire home/apt;130;150,8;5;11;2;351;Disponibilidad alta;particular
385378;villa maraviglia room 1;1928994;Cecilia;-;SARPI;Milán;Private room;80;92,8;2;40;4;364;Disponibilidad alta;profesional
385469;Apartment downtown Milan;1929398;Maddalena;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;70;81,2;2;2;2;89;Disponibilidad baja;particular
386235;Lovely apt in the hearth of Milan;1933268;Marco;-;LORETO;Milán;Entire home/apt;350;406;3;2;1;0;Disponibilidad baja;particular
387543;Apartment in Milan;1939168;Anna;-;STADERA;Milán;Entire home/apt;35;40,6;3;26;1;0;Disponibilidad baja;particular
390076;Apartment 2 mins from Bocconi Univ;1954673;Patrick;-;VIGENTINA;Milán;Entire home/apt;50;58;30;13;2;244;Disponibilidad alta;particular
391334;stanza doppia molto tranquilla;1957255;Chiara;-;PADOVA;Milán;Private room;27;31,32;1;22;5;365;Disponibilidad alta;profesional
392515;NICE ATMOSPHER NEAR CENTRAL STATION;1962863;HappyHostFamily;-;CENTRALE;Milán;Private room;55;63,8;1;98;4;201;Disponibilidad alta;profesional
394443;Ancient house with modern design;1971999;Anna;-;UMBRIA - MOLISE;Milán;Entire home/apt;107;124,12;2;47;1;311;Disponibilidad alta;particular
395037;Stunning Flat in Central Milan | Close to subway;1974398;Riccardo;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;109;126,44;4;4;1;0;Disponibilidad baja;particular
396939;Nice Room Close Stazione Centrale,1 or 2 Guests !!;1962863;HappyHostFamily;-;CENTRALE;Milán;Private room;41;47,56;1;553;4;201;Disponibilidad alta;profesional
396940;CHARMING ROOM&TERRACE for 1/2LADIES;1962863;HappyHostFamily;-;WASHINGTON;Milán;Private room;80;92,8;1;19;4;201;Disponibilidad alta;profesional
397875;Chalet in the city;1987465;Tommaso;-;PARCO FORLANINI - ORTICA;Milán;Entire home/apt;43;49,88;2;66;1;137;Disponibilidad media;particular
399142;COZY STUDIO IN THE CENTER OF MILAN;1509818;Monia;-;SARPI;Milán;Entire home/apt;50;58;7;2;3;364;Disponibilidad alta;profesional
399879;Special Offer  in Milan Design District;1922739;Andrea;-;TORTONA;Milán;Entire home/apt;45;52,2;2;7;3;71;Disponibilidad baja;profesional
400220;"Bright ""ParisianStyle"" Studio Apt!";567573;Beatrice_&_Gordon :-);-;SARPI;Milán;Entire home/apt;85;98,6;3;47;2;4;Disponibilidad baja;particular
400300;Amazing loft in Conservatorio-San Babila;1998219;Benny;-;GUASTALLA;Milán;Entire home/apt;275;319;2;3;2;363;Disponibilidad alta;particular
401916;The flat - SALONE DEL MOBILE 2018;1999795;Jacopo;-;WASHINGTON;Milán;Entire home/apt;220;255,2;7;8;1;0;Disponibilidad baja;particular
402406;Bright loft with large terrace;2008587;Nicola;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;139;161,24;5;2;2;93;Disponibilidad baja;particular
402422;Nice bright quiet apartment, Milan;2008622;Marta;-;LODI - CORVETTO;Milán;Entire home/apt;70;81,2;2;7;1;364;Disponibilidad alta;particular
403041;Cosy Flat Isola Garibaldi district;2004452;Alice;-;ISOLA;Milán;Entire home/apt;110;127,6;2;7;1;358;Disponibilidad alta;particular
403602;one bed-room with terrace (Dome);2012951;Alba Maria Elisa;-;DUOMO;Milán;Entire home/apt;125;145;1;21;1;361;Disponibilidad alta;particular
403627;Wonderful Apt for rent, short time!;2012887;Martina;-;SARPI;Milán;Entire home/apt;60;69,6;2;17;1;365;Disponibilidad alta;particular
404938;Double room with bathroom-Precotto;2018026;Anna;-;VIALE MONZA;Milán;Private room;40;46,4;2;16;2;0;Disponibilidad baja;particular
405055;Loft in Navigli with round ceiling;1339451;Gabriella;-;S. CRISTOFORO;Milán;Entire home/apt;98;113,68;3;17;1;365;Disponibilidad alta;particular
405061;Double room in Milan;2018026;Anna;-;VIALE MONZA;Milán;Private room;40;46,4;2;4;2;89;Disponibilidad baja;particular
405089;ROOM in CENTER of MILAN near MM1;1853582;Esmeralda;-;PADOVA;Milán;Private room;70;81,2;3;3;1;363;Disponibilidad alta;particular
406218;Bright room on the 4th floor;2024298;Emanuela;-;WASHINGTON;Milán;Private room;60;69,6;4;5;1;363;Disponibilidad alta;particular
406353;Studio / Home Office - Porta Genova;2024492;Gualtiero;-;NAVIGLI;Milán;Entire home/apt;125;145;3;5;1;365;Disponibilidad alta;particular
407859;affitto stanza salone del mobile;2031082;Paolo;-;NAVIGLI;Milán;Private room;150;174;1;0;1;365;Disponibilidad alta;particular
409123;Antonia   rent   cozy  apartment;2036809;Antonia;-;GIAMBELLINO;Milán;Private room;27;31,32;3;15;1;313;Disponibilidad alta;particular
409414;Terrace Room with the Roses Silent;510389;Paola;-;CENTRALE;Milán;Private room;98;113,68;1;18;3;365;Disponibilidad alta;profesional
409509;Beautiful apt for Design W2021 btw Duomo&Train St.;1865237;Mira;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;160;185,6;7;2;3;10;Disponibilidad baja;profesional
409985;GLAM CENTRAL PENTHOUSE;2041012;Sabrina;-;ISOLA;Milán;Entire home/apt;107;124,12;2;81;1;327;Disponibilidad alta;particular
410480;Monolocale in condivisione zona Città Studi;2043421;Rhos;-;CITTA' STUDI;Milán;Shared room;25;29;1;4;2;38;Disponibilidad baja;particular
411118;TOP POSITION  Bed and Breakfast;2046698;Daniela;-;BUENOS AIRES - VENEZIA;Milán;Private room;51;59,16;2;66;1;298;Disponibilidad alta;particular
411853;"Charming Flat in ""Isola"" District.";2050007;Sonia;-;ISOLA;Milán;Entire home/apt;66;76,56;2;5;1;363;Disponibilidad alta;particular
412833;Elegant and Modern Apartment Next to the Piazza del Duomo;2054298;Ilona;-;DUOMO;Milán;Entire home/apt;249;288,84;2;173;1;275;Disponibilidad alta;particular
413624;bella stanza singola con bagno;2057804;Lucia;-;BUENOS AIRES - VENEZIA;Milán;Private room;45;52,2;1;4;1;0;Disponibilidad baja;particular
414025;Room for rent in downtown area;2059781;Nadia;-;TICINESE;Milán;Private room;35;40,6;1;13;1;0;Disponibilidad baja;particular
414257;Lovely studio in Milan Porta Romana;1750205;Claudia;-;VIGENTINA;Milán;Entire home/apt;80;92,8;4;8;7;178;Disponibilidad media;profesional
414465;Montestella Residence-Townhouse;2061296;Sergio;-;VILLAPIZZONE;Milán;Entire home/apt;300;348;2;83;1;133;Disponibilidad media;particular
414687;room in Milan University District;1709921;Jacopo;-;CITTA' STUDI;Milán;Private room;50;58;6;20;1;201;Disponibilidad alta;particular
415534;Two-room flat in the City Center;2066962;Alessia;-;SARPI;Milán;Entire home/apt;120;139,2;7;19;1;358;Disponibilidad alta;particular
415940;APPARTAMENTINO ARCO DELLA PACE;1973154;Casa Di Stefano;-;SARPI;Milán;Private room;88;102,08;2;0;1;365;Disponibilidad alta;particular
416072;LOFT Courtyard old Milan near MM 1;2068763;Alberto;-;LORETO;Milán;Entire home/apt;84;97,44;2;31;2;177;Disponibilidad media;particular
416539;8piano TERRAZZA SILENZIO DOPPIA;510389;Paola;-;CENTRALE;Milán;Private room;140;162,4;1;6;3;365;Disponibilidad alta;profesional
417903;Villa Maraviglia 2° camera;1928994;Cecilia;-;SARPI;Milán;Private room;50;58;2;171;4;252;Disponibilidad alta;profesional
419058;big room in Milano downtown;2084060;Claudio;-;PARCO LAMBRO - CIMIANO;Milán;Private room;54;62,64;1;16;1;365;Disponibilidad alta;particular
419218;Open Space 90mq con cortile privato |  Metro Rossa;2084819;Monica;-;LORETO;Milán;Entire home/apt;70;81,2;3;3;1;357;Disponibilidad alta;particular
420988;Central quiet apart. in Milan,   design and charm;1392051;Stefano;-;CENTRALE;Milán;Entire home/apt;80;92,8;4;70;1;198;Disponibilidad alta;particular
422744;charme appartament milano garibaldi;2101842;Fabio;-;BRERA;Milán;Entire home/apt;80;92,8;15;5;1;192;Disponibilidad alta;particular
422838;Nice Flat, old house style near cc;1956238;Mary&Marco;-;TIBALDI;Milán;Entire home/apt;40;46,4;365;140;1;364;Disponibilidad alta;particular
425087;Milan. Duomo. Room w/ private BR;2113787;Federico;-;DUOMO;Milán;Private room;150;174;2;7;1;364;Disponibilidad alta;particular
425205;LOVELY FLAT CENTRE NAVIGLI MILANO;2114286;Chiara;-;NAVIGLI;Milán;Entire home/apt;30;34,8;1;3;1;0;Disponibilidad baja;particular
425548;MILAN,LARGE CANAL,LOFT/APARTMENT;2115585;Andrea;-;NAVIGLI;Milán;Entire home/apt;80;92,8;3;175;2;337;Disponibilidad alta;particular
