id;name;host_id;host_name;neighbourhood_group;neighbourhood;city;room_type;price;usd;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;tipo disponibilidad;tipo host
30400609;La Lanternina Studio Industry Città Studi - Metro2;228272859;Diego;-;CITTA' STUDI;Milán;Entire home/apt;70;81,2;2;65;1;113;Disponibilidad media;particular
30407895;6th floor at 16 _ Newly restructured cozy flat;227991584;Fabio;-;GHISOLFA;Milán;Entire home/apt;140;162,4;2;19;1;90;Disponibilidad baja;particular
30412193;Monolocale ristrutturato a Milano;228350103;Carmen;-;LORETO;Milán;Entire home/apt;38;44,08;1;213;1;309;Disponibilidad alta;particular
30415451;P&D APARTMENTS NAVIGLI VIA CASALE;115921973;Pamela;-;NAVIGLI;Milán;Entire home/apt;81;93,96;2;15;4;65;Disponibilidad baja;profesional
30419045;Very nice Apartment in the heart of Fashion Area;107878582;Giovanni;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;170;197,2;4;3;1;0;Disponibilidad baja;particular
30421453;Ampia camera con bagno privato ensuite;3403944;Luigi;-;SARPI;Milán;Private room;60;69,6;2;0;1;29;Disponibilidad baja;particular
30422287;Bocconi vintage;223003900;Luca;-;VIGENTINA;Milán;Shared room;20;23,2;1;1;1;0;Disponibilidad baja;particular
30436200;Appartamento con terrazzo vista Duomo;6612398;Marianna;-;DUOMO;Milán;Entire home/apt;375;435;5;1;1;173;Disponibilidad media;particular
30445106;Fantastic Two person apartment;226861592;安安;-;QUARTO OGGIARO;Milán;Private room;52;60,32;1;1;1;0;Disponibilidad baja;particular
30454118;Modern&Comfortable at 10 minutes from the centre;228648308;Marina;-;CORSICA;Milán;Entire home/apt;75;87;2;44;1;329;Disponibilidad alta;particular
30455123;Luminosa stanza indipendente  CIR015146-CNI-01365;228653772;Chiara&Biagio;-;TORTONA;Milán;Private room;90;104,4;1;8;1;67;Disponibilidad baja;particular
30456531;miniappartamento a Milano;228660748;Myriam;-;UMBRIA - MOLISE;Milán;Entire home/apt;80;92,8;3;2;1;313;Disponibilidad alta;particular
30458715;Cozy Apartment in Isola Garibaldi;81603390;Andrea;-;ISOLA;Milán;Entire home/apt;55;63,8;2;37;1;0;Disponibilidad baja;particular
30462950;Casa Candida;27877185;Corinna;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;170;197,2;2;84;1;0;Disponibilidad baja;particular
30490600;LUSSUOSA STANZA  ZONA  STAZIONE CENTRALE DI MILANO;96785253;Rosa;-;GRECO;Milán;Private room;85;98,6;2;0;1;364;Disponibilidad alta;particular
30493169;Room (19 m2)  in Porta Venezia;159335901;Luigi;-;BUENOS AIRES - VENEZIA;Milán;Private room;30;34,8;5;2;1;0;Disponibilidad baja;particular
30493799;Alloggio signorile zona San Siro;228857721;Marco;-;S. SIRO;Milán;Private room;70;81,2;1;13;1;360;Disponibilidad alta;particular
30493831;Condominio a Milano;228860081;Sofia;-;S. CRISTOFORO;Milán;Private room;45;52,2;1;0;1;0;Disponibilidad baja;particular
30495461;Beautiful 3 bedrooms 2 bathrooms in Duomo;5442586;Giuliano;-;DUOMO;Milán;Entire home/apt;293;339,88;1;15;7;126;Disponibilidad media;profesional
30496207;Wonderful apartment a few steps from Duomo;5442586;Giuliano;-;DUOMO;Milán;Entire home/apt;310;359,6;1;66;7;139;Disponibilidad media;profesional
30499822;Hemeras BoutiqueHomes Penthouse 10steps from Duomo;202523394;Hemeras Boutique;-;DUOMO;Milán;Entire home/apt;261;302,76;1;38;38;123;Disponibilidad media;profesional
30505577;Kibilù - Viale Bligny  (Bilo Danila);106056846;Rebecca;-;VIGENTINA;Milán;Entire home/apt;83;96,28;2;2;26;46;Disponibilidad baja;profesional
30506088;Deliziosa Singola zona Tortona;5287265;Chiara;-;GIAMBELLINO;Milán;Private room;42;48,72;5;3;1;88;Disponibilidad baja;particular
30506721;Spectacular brand new fully renovated apartment !;13142368;Belinda;-;SCALO ROMANA;Milán;Entire home/apt;58;67,28;2;5;1;0;Disponibilidad baja;particular
30520946;City Heart - 1 bedroom flat with a lovely view;21754562;Chiara & Roberto;-;DUOMO;Milán;Entire home/apt;190;220,4;29;0;104;0;Disponibilidad baja;profesional
30525245;Tortona & via Savona with balcony! x4;16366171;Cleanbnb;-;GIAMBELLINO;Milán;Entire home/apt;47;54,52;2;13;81;45;Disponibilidad baja;profesional
30528172;Double Room;624463;Guido;-;WASHINGTON;Milán;Hotel room;70;81,2;1;12;4;41;Disponibilidad baja;profesional
30531412;appartamento a due passi da Piazza San Babila;36359388;Gianluca;-;GUASTALLA;Milán;Entire home/apt;65;75,4;3;3;1;0;Disponibilidad baja;particular
30544915;Stanza privata in Piazza Agrippa;25192295;Vittoria;-;STADERA;Milán;Private room;12;13,92;5;1;1;0;Disponibilidad baja;particular
30550461;Hemeras Boutique Homes: city center design apt N.5;202523394;Hemeras Boutique;-;SARPI;Milán;Entire home/apt;57;66,12;1;14;38;0;Disponibilidad baja;profesional
30554634;Twin Room;624463;Guido;-;WASHINGTON;Milán;Hotel room;70;81,2;1;2;4;37;Disponibilidad baja;profesional
30558467;MM rossa - monolocale/New studio, 15 mins to Duomo;3401386;Cosimo;-;BANDE NERE;Milán;Entire home/apt;50;58;3;81;1;3;Disponibilidad baja;particular
30561907;Charming in Porta Nuova  - 015146-CNI-01487;51167938;Stella;-;BRERA;Milán;Entire home/apt;61;70,76;2;42;1;118;Disponibilidad media;particular
30562371;Camera con letto matrimoniale;52113727;Rosanna;-;LODI - CORVETTO;Milán;Private room;35;40,6;3;1;5;69;Disponibilidad baja;profesional
30574602;SoLoMoKi Casati Suite;28929207;Gerardo Gerry;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;119;138,04;2;0;4;252;Disponibilidad alta;profesional
30575741;Porta Romana - 3 metro stops from Duomo;215351368;Davide;-;PORTA ROMANA;Milán;Entire home/apt;195;226,2;1;98;3;114;Disponibilidad media;profesional
30579588;Villino Vittoriana liberty style;101610058;Claudia;-;MACIACHINI - MAGGIOLINA;Milán;Entire home/apt;477;553,32;1;1;3;0;Disponibilidad baja;profesional
30581734;Suite in the Heart of Navigli;22653884;Andrea;-;NAVIGLI;Milán;Entire home/apt;59;68,44;1;216;42;273;Disponibilidad alta;profesional
30581817;De Angeli Amendola M1 Flat with Terrace!;16366171;Cleanbnb;-;DE ANGELI - MONTE ROSA;Milán;Entire home/apt;55;63,8;2;19;81;112;Disponibilidad media;profesional
30582124;Beautiful 2 Bedroom Apartment w/Terrace (Naviglio);111518251;Matt;-;TIBALDI;Milán;Entire home/apt;75;87;2;13;3;33;Disponibilidad baja;profesional
30583221;LOFT ROMANTIC navigli area;152593483;Linea Casa;-;TICINESE;Milán;Entire home/apt;65;75,4;3;2;2;0;Disponibilidad baja;particular
30603653;Go Shopping from a Vibrant Flat in Zona Buenos Aires;134755339;Giovanna;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;70;81,2;1;131;3;130;Disponibilidad media;profesional
30619161;MI CASA TU CASA <3;94381808;Crescenzo;-;CANTALUPA;Milán;Private room;18;20,88;2;12;1;0;Disponibilidad baja;particular
30644475;Navigli Bocconi Naba Iulm San Paolo Hospital;142406294;Nicola;-;TIBALDI;Milán;Entire home/apt;57;66,12;1;17;1;0;Disponibilidad baja;particular
30683157;Home Hotel - Clusone 1;211168232;Home;-;XXII MARZO;Milán;Entire home/apt;40;46,4;1;45;9;359;Disponibilidad alta;profesional
30683479;Milan - Single room twin bed for girls;40099546;Mohammad Reza;-;XXII MARZO;Milán;Private room;50;58;1;0;1;0;Disponibilidad baja;particular
30687788;Central Lepetit apartment De Luxe;40947076;Blessing;-;CENTRALE;Milán;Entire home/apt;85;98,6;1;38;3;28;Disponibilidad baja;profesional
30689225;Da Federica&Cristian CIR 015146-CNI-02923;45271523;Federica;-;GIAMBELLINO;Milán;Entire home/apt;35;40,6;1;21;1;57;Disponibilidad baja;particular
30703070;City center apt: Metro Wifi Sky Netflix PrimeVideo;15186006;Daniele;-;WASHINGTON;Milán;Entire home/apt;32;37,12;29;22;3;213;Disponibilidad alta;profesional
30706153;39rentals - John;3983977;Mattia;-;SARPI;Milán;Entire home/apt;150;174;2;0;10;40;Disponibilidad baja;profesional
30706283;"Home ""PINK MONKEY""";157312407;Olga;-;VIALE MONZA;Milán;Entire home/apt;55;63,8;1;2;1;363;Disponibilidad alta;particular
30712176;Gigio's Home Milan Apartment;130123099;Alessio&Patricia;-;CITTA' STUDI;Milán;Entire home/apt;70;81,2;1;3;1;302;Disponibilidad alta;particular
30712290;Da Franco & Silva camera 2;229886028;Luca William & Irene;-;BARONA;Milán;Private room;50;58;2;0;2;0;Disponibilidad baja;particular
30724444;Giulia's luxury apartment;2927998;Marco;-;GHISOLFA;Milán;Entire home/apt;120;139,2;2;12;3;0;Disponibilidad baja;profesional
30724899;Semplice bilocale Città Studi;115208878;Silvia;-;CITTA' STUDI;Milán;Entire home/apt;160;185,6;2;2;1;0;Disponibilidad baja;particular
30727533;GretaHouse-comodo appartamento a 2 passi da Isola;28642592;Marco;-;MACIACHINI - MAGGIOLINA;Milán;Entire home/apt;70;81,2;2;7;1;0;Disponibilidad baja;particular
30727757;Monolocale Rogoredo;7093961;Enrico;-;ROGOREDO;Milán;Entire home/apt;45;52,2;3;5;3;257;Disponibilidad alta;profesional
30728139;Moscova - Milano centro Brera - WiFi;149376891;Flexyrent;-;BRERA;Milán;Entire home/apt;105;121,8;2;11;3;335;Disponibilidad alta;profesional
30728527;De Angeli luxury flat;2927998;Marco;-;DE ANGELI - MONTE ROSA;Milán;Entire home/apt;150;174;2;11;3;0;Disponibilidad baja;profesional
30728864;Casa Puccini cozy flat near Central Station &Duomo;99023155;Daniela E Sebastian;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;63;73,08;1;72;1;254;Disponibilidad alta;particular
30731749;Studio/Apart Milan Center- Disinfection Protocols;21491179;Giuseppe & Giedre;-;SARPI;Milán;Entire home/apt;42;48,72;3;87;2;325;Disponibilidad alta;particular
30733172;Brera Garibaldi House;27086623;Eugenio;-;BRERA;Milán;Entire home/apt;130;150,8;2;12;3;57;Disponibilidad baja;profesional
30737112;Posto letto per weekend a milano;230040836;Luis Antonio;-;BAGGIO;Milán;Private room;30;34,8;1;4;1;90;Disponibilidad baja;particular
30739984;Rodica Comfort Home Milano Navigli;230061062;Rodica;-;STADERA;Milán;Entire home/apt;46;53,36;1;43;1;331;Disponibilidad alta;particular
30740118;LOVELY CENTRAL APT+wifi (CIR: 015146-CNI-01534);225874931;Susanna;-;GUASTALLA;Milán;Entire home/apt;120;139,2;2;10;1;89;Disponibilidad baja;particular
30753357;Apartment in Milan Center- CIR 015146-LNI-00098;21491179;Giuseppe & Giedre;-;SARPI;Milán;Entire home/apt;44;51,04;3;111;2;335;Disponibilidad alta;particular
30759407;Lovely home in Milano Design Week;230167773;Veronica;-;WASHINGTON;Milán;Entire home/apt;75;87;3;3;1;364;Disponibilidad alta;particular
30760229;STAR APPARTAMENTO AREA TORTONA;230169531;Lorena;-;NAVIGLI;Milán;Entire home/apt;500;580;4;13;1;0;Disponibilidad baja;particular
30760724;Single bed in a shared double room;167974380;Ali;-;VILLAPIZZONE;Milán;Shared room;12;13,92;14;0;1;0;Disponibilidad baja;particular
30760828;Apt Ultimo piano con gradevole terrazzo!;17023800;Stefania;-;CENTRALE;Milán;Entire home/apt;61;70,76;4;17;36;259;Disponibilidad alta;profesional
30762943;Ampio appartamento - Milano Brera;8681359;Ioana;-;BRERA;Milán;Entire home/apt;150;174;3;1;1;87;Disponibilidad baja;particular
30766888;GOLD HOUSE;17341246;Simona;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;80;92,8;1;2;6;357;Disponibilidad alta;profesional
30769769;particolare villa rustica;17341246;Simona;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;70;81,2;1;0;6;344;Disponibilidad alta;profesional
30782030;spazioso bilocale doppia esposizione in bovisa;3670994;Jacopo;-;BOVISA;Milán;Entire home/apt;30;34,8;30;3;3;89;Disponibilidad baja;profesional
30788781;Old fashion apartment in the city centre;230351629;Amjed;-;XXII MARZO;Milán;Entire home/apt;55;63,8;1;51;1;40;Disponibilidad baja;particular
30795192;NEW. Casa  privata  in centro a Milano di 70mq.;2652799;Andrea;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;120;139,2;2;1;1;0;Disponibilidad baja;particular
30804679;Monolocale confortevole;145116066;Doina;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;60;69,6;1;14;1;0;Disponibilidad baja;particular
30808058;Duomo Penthouse with Terrace and Stunning Views;191343231;David;-;DUOMO;Milán;Entire home/apt;450;522;2;13;1;295;Disponibilidad alta;particular
30808336;Chic apartment! - Central Station;152198143;Kattya Vanessa;-;CENTRALE;Milán;Entire home/apt;35;40,6;300;57;6;45;Disponibilidad baja;profesional
30810518;Appartamento a 60m dalle Colonne di San Lorenzo;9596867;Nicola;-;TICINESE;Milán;Entire home/apt;380;440,8;2;0;1;0;Disponibilidad baja;particular
30810856;Pleasant and modern apartment next to MiCo & Fairs;2718914;Nicola;-;SARPI;Milán;Entire home/apt;188;218,08;4;17;30;211;Disponibilidad alta;profesional
30819116;Sui tetti di Milano!;33176537;Sara;-;GUASTALLA;Milán;Entire home/apt;400;464;6;0;2;365;Disponibilidad alta;particular
30819889;4 POLITECNICO BOVISA A 5 MINUTI A PIEDI;230543278;Francesco;-;BOVISA;Milán;Shared room;15;17,4;7;0;1;191;Disponibilidad alta;particular
30835852;Chic Three-roomed Apartment close to Navigli Area;111156263;Vincenzo;-;GIAMBELLINO;Milán;Entire home/apt;80;92,8;1;66;2;23;Disponibilidad baja;particular
30838265;Un Loft moderno dal design contemporaneo nel centro di un quartiere storico.;230619884;Giovanna;-;SARPI;Milán;Entire home/apt;130;150,8;1;93;1;229;Disponibilidad alta;particular
30841533;Stanza privata con due letti singoli;230536962;Tommaso;-;MACIACHINI - MAGGIOLINA;Milán;Private room;25;29;5;3;1;32;Disponibilidad baja;particular
30847086;Chandelier Lights Apartment Milano;230985836;Florida;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;100;116;1;182;2;318;Disponibilidad alta;particular
30849881;Nightbus 57 +External tube to Corso Como&Duomo;230646291;PortRayal Milan City Accomodations;-;QUARTO OGGIARO;Milán;Private room;40;46,4;1;2;3;365;Disponibilidad alta;profesional
30850239;appartamento nuovo, bilocale, zona corvetto;230654768;Angelo;-;LODI - CORVETTO;Milán;Entire home/apt;70;81,2;1;1;1;89;Disponibilidad baja;particular
30850470;Luxury penthouse in front of Gae Aulenti;230494265;Milena;-;CENTRALE;Milán;Entire home/apt;110;127,6;1;15;1;173;Disponibilidad media;particular
30851046;MIKY'S HOUSE;208174581;Donatella;-;CITTA' STUDI;Milán;Entire home/apt;50;58;1;21;2;0;Disponibilidad baja;particular
30853191;Charme apartment in historic building;5041533;Davide;-;GUASTALLA;Milán;Entire home/apt;500;580;6;1;2;365;Disponibilidad alta;particular
30853980;Chic Studio @ 500 meters Central Station;45133299;Daniele;-;CENTRALE;Milán;Entire home/apt;41;47,56;2;81;2;143;Disponibilidad media;particular
30854319;Quiet room in Milan close to Navigli area.;111156263;Vincenzo;-;GIAMBELLINO;Milán;Private room;27;31,32;1;0;2;362;Disponibilidad alta;particular
30871356;Stylish home near Loreto;229207984;Alina;-;BUENOS AIRES - VENEZIA;Milán;Private room;90;104,4;2;2;1;83;Disponibilidad baja;particular
30876377;Casa di Rosa;230763702;Riccardo;-;STADERA;Milán;Entire home/apt;49;56,84;3;7;1;341;Disponibilidad alta;particular
30883836;Isola Nice Flat;230794198;Francesco Max;-;ISOLA;Milán;Entire home/apt;67;77,72;2;10;1;161;Disponibilidad media;particular
30899879;Casa Beatrice - Bocconi, porta Romana, Navigli;68414609;Paolo;-;VIGENTINA;Milán;Entire home/apt;62;71,92;1;52;1;0;Disponibilidad baja;particular
30900342;Appartamento zona centrale;209975858;Rabiaa;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;60;69,6;4;0;3;0;Disponibilidad baja;profesional
30904610;Central studio to enjoy the city;17209218;Laura;-;BRERA;Milán;Entire home/apt;97;112,52;2;1;1;179;Disponibilidad media;particular
30904846;Tailors' Home Sempione - 2 Bedrooms;58030794;Andrea;-;SARPI;Milán;Entire home/apt;85;98,6;1;1;43;190;Disponibilidad alta;profesional
30906499;VINCI-LUXURY APARTMENT 100 mt from Central Station;132969655;Claudio;-;CENTRALE;Milán;Entire home/apt;85;98,6;1;147;2;259;Disponibilidad alta;particular
30921046;Savona/Tortona Fashion Discrict;16697919;Lorenza;-;GIAMBELLINO;Milán;Entire home/apt;35;40,6;3;57;2;252;Disponibilidad alta;particular
30923835;Apartment Paracelso;69078258;Anastasia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;92;106,72;2;21;2;0;Disponibilidad baja;particular
30925975;Elegante bilocale Pagano - Corso Vercelli;231103465;Anna Grazia;-;WASHINGTON;Milán;Entire home/apt;68;78,88;6;8;2;162;Disponibilidad media;particular
30926886;Central Station. Place to relax after a tiring day;40420524;Daniela;-;CENTRALE;Milán;Entire home/apt;240;278,4;2;3;1;342;Disponibilidad alta;particular
30928573;AccursioHome;10146057;Miniapartment;-;VILLAPIZZONE;Milán;Shared room;45;52,2;5;5;2;332;Disponibilidad alta;particular
30932001;Luminoso trilocale in zona Sud-Navigli/Bocconi;66025282;Elena;-;STADERA;Milán;Entire home/apt;45;52,2;2;0;2;211;Disponibilidad alta;particular
30937076;Rosa;224455583;Javier;-;NIGUARDA - CA' GRANDA;Milán;Shared room;16;18,56;1;2;6;365;Disponibilidad alta;profesional
30937526;Citylife Grancini;19028489;Alessia;-;PAGANO;Milán;Entire home/apt;88;102,08;1;4;46;0;Disponibilidad baja;profesional
30947817;Alloggio Accogliente;18061271;Andrea;-;BANDE NERE;Milán;Entire home/apt;55;63,8;2;12;1;0;Disponibilidad baja;particular
30950807;In centro a Milano con tutti i confort!;24887502;Angelica;-;CITTA' STUDI;Milán;Entire home/apt;300;348;4;1;1;177;Disponibilidad media;particular
30951580;Porta Venezia & Corso Buenos Aires Colourful Flat;16366171;Cleanbnb;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;59;68,44;1;30;81;125;Disponibilidad media;profesional
30970676;Cute 1bdr steps from C.so Buenos Aires 80392;5056483;Halldis Apartments & Villas;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;102;118,32;1;0;161;172;Disponibilidad media;profesional
30971175;Lepontina - 09e1b5b7;5056483;Halldis Apartments & Villas;-;ISOLA;Milán;Entire home/apt;95;110,2;1;0;161;0;Disponibilidad baja;profesional
30972203;NAVIGLI 7 APARTMENT;165351128;Gianluca Ed Elena;-;TICINESE;Milán;Entire home/apt;109;126,44;2;1;15;343;Disponibilidad alta;profesional
30973167;Exclusive 4 bedrooms apartment in Milan center;231416243;Alphapartments;-;BRERA;Milán;Entire home/apt;132;153,12;1;66;1;0;Disponibilidad baja;particular
30975798;Lorenteggio Modern Apartment with two Balconies;16366171;Cleanbnb;-;GIAMBELLINO;Milán;Entire home/apt;50;58;2;16;81;162;Disponibilidad media;profesional
30979148;Loft7;17858388;Marco;-;TIBALDI;Milán;Entire home/apt;100;116;3;0;1;365;Disponibilidad alta;particular
31009472;Milano Luxury Design Apartment;81416192;Paolo;-;WASHINGTON;Milán;Entire home/apt;600;696;1;2;1;0;Disponibilidad baja;particular
31013631;Beautiful 5bdr on 2 levels with terrace 82446 - 09e388ff;5056483;Halldis Apartments & Villas;-;DUOMO;Milán;Entire home/apt;241;279,56;1;8;161;0;Disponibilidad baja;profesional
31013769;Cozy flat near Bovisa University (2 person);2113799;Alessandra & Patrizia;-;VILLAPIZZONE;Milán;Entire home/apt;40;46,4;2;4;1;344;Disponibilidad alta;particular
31014972;Piacevole bilocale arredato a Nolo;231635388;Marilla;-;LORETO;Milán;Entire home/apt;40;46,4;2;12;1;0;Disponibilidad baja;particular
31016763;Monolocale in Brera;157057921;Palmino;-;BRERA;Milán;Entire home/apt;120;139,2;2;1;1;88;Disponibilidad baja;particular
31017690;P.ta Romana Muratori 2;231655421;Andrea;-;PORTA ROMANA;Milán;Entire home/apt;46;53,36;2;33;2;30;Disponibilidad baja;particular
31029646;Courtyard one bedroom apartment on Navigli;10146746;Simona;-;TICINESE;Milán;Entire home/apt;60;69,6;2;15;1;164;Disponibilidad media;particular
31030241;Appartamento di charme in tipica casa di ringhiera in zona Porta Venezia;161542994;Davide;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;130;150,8;2;2;1;307;Disponibilidad alta;particular
31031032;Cassala B - 09df91c4;5056483;Halldis Apartments & Villas;-;NAVIGLI;Milán;Entire home/apt;153;177,48;1;0;161;364;Disponibilidad alta;profesional
31034450;Home Hotel - Paruta 65 EL;211168232;Home;-;PADOVA;Milán;Entire home/apt;55;63,8;1;31;9;342;Disponibilidad alta;profesional
31035577;Home Hotel - Paruta 65 CH;211168232;Home;-;PADOVA;Milán;Entire home/apt;55;63,8;1;23;9;284;Disponibilidad alta;profesional
31040604;Big Comfy Bed in a Great Location;231850811;Orhan;-;EX OM - MORIVIONE;Milán;Private room;32;37,12;1;47;3;0;Disponibilidad baja;profesional
31046814;Bright 2-Room Apt. View On Garden. Metro 3' Walk.;5038192;Daniele;-;LODI - CORVETTO;Milán;Entire home/apt;74;85,84;3;16;1;90;Disponibilidad baja;particular
31053957;The red apartment2;147014242;Alfredo;-;STADERA;Milán;Private room;38;44,08;1;0;6;0;Disponibilidad baja;profesional
31064429;The Bright Loft Navigli;232059933;Stefano;-;TICINESE;Milán;Entire home/apt;560;649,6;3;1;1;0;Disponibilidad baja;particular
31067072;Stay in Milan;19555608;Stanly;-;DERGANO;Milán;Private room;25;29;1;2;1;0;Disponibilidad baja;particular
31078988;Amazing new flat near Tortona Navigli district;232193906;Mirko;-;GIAMBELLINO;Milán;Entire home/apt;70;81,2;3;18;1;0;Disponibilidad baja;particular
31079729;Delizioso Monolocale  adiacente Politecnico;232198223;Angela;-;AFFORI;Milán;Entire home/apt;39;45,24;3;0;1;364;Disponibilidad alta;particular
31079807;Large Apartment Near Underground / Fast WI-FI;114135673;Elisa;-;SCALO ROMANA;Milán;Entire home/apt;45;52,2;7;5;4;332;Disponibilidad alta;profesional
31084363;Aquarium Loft36;45260719;Numero36;-;PORTA ROMANA;Milán;Entire home/apt;120;139,2;1;103;6;308;Disponibilidad alta;profesional
31084415;Entire 3-room apartment in a quiet area;78480709;Luigi;-;LORETO;Milán;Entire home/apt;80;92,8;30;3;2;365;Disponibilidad alta;particular
31092620;Appartamento zona Bocconi Navigli;26716918;Valeriano;-;TIBALDI;Milán;Entire home/apt;100;116;1;0;1;89;Disponibilidad baja;particular
31097887;Centro milano P.ta Venezia casa liberty;232355939;Stefania;-;BUENOS AIRES - VENEZIA;Milán;Private room;80;92,8;2;1;1;89;Disponibilidad baja;particular
31100842;Comfortable Apartment in San Siro. WiFi e Subway;51133959;Tommaso;-;SELINUNTE;Milán;Entire home/apt;52;60,32;2;123;1;75;Disponibilidad baja;particular
31108880;Factory Loft36;45260719;Numero36;-;PORTA ROMANA;Milán;Entire home/apt;120;139,2;1;98;6;330;Disponibilidad alta;profesional
31110180;Sweet 2 bedrooms home in Milan center;202523394;Hemeras Boutique;-;SELINUNTE;Milán;Entire home/apt;200;232;1;6;38;0;Disponibilidad baja;profesional
31113449;Wonderful room in a historical district of Milan;232514749;Sonia & Marco;-;PADOVA;Milán;Private room;39;45,24;5;3;1;179;Disponibilidad media;particular
31114959;Sunrise Loft36;45260719;Numero36;-;UMBRIA - MOLISE;Milán;Entire home/apt;75;87;1;120;6;340;Disponibilidad alta;profesional
31116451;Brera area - Lovely Apt close to Piazza Duomo;17023800;Stefania;-;BRERA;Milán;Entire home/apt;83;96,28;3;25;36;336;Disponibilidad alta;profesional
31120637;Charming apartment near Loreto metro station;78480709;Luigi;-;LORETO;Milán;Entire home/apt;70;81,2;15;4;2;220;Disponibilidad alta;particular
31122288;Small attic flat in Milan;6211952;Frank;-;TORTONA;Milán;Entire home/apt;28;32,48;30;0;2;363;Disponibilidad alta;particular
31124682;Art Building Studio Flat - Bus Stop - Parking;3410534;Alfonso;-;GRECO;Milán;Entire home/apt;55;63,8;2;7;1;158;Disponibilidad media;particular
31132667;cozy apartment in the heart of Navigli;3754873;Priscilla;-;NAVIGLI;Milán;Entire home/apt;130;150,8;5;2;2;179;Disponibilidad media;particular
31140538;Brand new charming apartment in Brera district;232746420;Nicoletta;-;BRERA;Milán;Entire home/apt;134;155,44;2;8;1;308;Disponibilidad alta;particular
31144950;Cozy little Flat for short stays;10423081;Ericka & Karina;-;SCALO ROMANA;Milán;Entire home/apt;150;174;1;0;4;179;Disponibilidad media;profesional
31161272;Keys Of Italy - Pontaccio 2 / Your Refuge Rouge;174590119;Keys Of;-;BRERA;Milán;Entire home/apt;150;174;1;59;4;79;Disponibilidad baja;profesional
31163628;Nuovo ed elegante appartamento arredato a nuovo;42859304;Andrea;-;CITTA' STUDI;Milán;Entire home/apt;100;116;3;4;1;6;Disponibilidad baja;particular
31169418;Stanza in via della moscova milano;232972203;Sara;-;BRERA;Milán;Shared room;40;46,4;1;1;1;0;Disponibilidad baja;particular
31179534;Luz;224455583;Javier;-;NIGUARDA - CA' GRANDA;Milán;Shared room;16;18,56;1;10;6;365;Disponibilidad alta;profesional
31181535;ALTIDO Santa Croce: Vibrant Flat near Columns of San Lorenzo;137227313;HIntown;-;TICINESE;Milán;Entire home/apt;177;205,32;1;1;12;10;Disponibilidad baja;profesional
31181918;Fancy apartment in Corso Buenos Aires SABE;4417813;The Best Rent;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;156;180,96;1;13;118;296;Disponibilidad alta;profesional
31182560;Capodanno a Milano;33050236;Márcia M;-;XXII MARZO;Milán;Private room;53;61,48;1;1;4;90;Disponibilidad baja;profesional
31183583;Davide's place - Entire flat in charming location;193462010;Davide;-;BOVISA;Milán;Entire home/apt;70;81,2;2;13;2;0;Disponibilidad baja;particular
31187385;La Casa di Giusi (Città Studi/Loreto);21740597;G;-;LORETO;Milán;Private room;40;46,4;3;1;1;0;Disponibilidad baja;particular
31190006;Good Flat Bicocca San Raffaele H Adriano q.te;35377891;Lucia;-;ADRIANO;Milán;Entire home/apt;50;58;2;4;7;26;Disponibilidad baja;profesional
31197671;PISCO HOME;40331005;Salvatore;-;VILLAPIZZONE;Milán;Entire home/apt;85;98,6;1;3;1;89;Disponibilidad baja;particular
31198017;Capodanno a Milano;33050236;Márcia M;-;XXII MARZO;Milán;Private room;59;68,44;1;0;4;90;Disponibilidad baja;profesional
31214285;❥ Lovely 2BR,1.5 Bath Super Central Apt near metro;455311;Carla Maria;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;102;118,32;3;49;3;0;Disponibilidad baja;profesional
31215994;Flat city center in Milan;12479213;Dario;-;TICINESE;Milán;Entire home/apt;80;92,8;2;1;1;0;Disponibilidad baja;particular
31218894;Charming Apartment - Direct Navigli Access;40288344;Matteo;-;NAVIGLI;Milán;Entire home/apt;44;51,04;3;39;1;27;Disponibilidad baja;particular
31220158;Appartamenti da Ivano navigli n.19;884993;Ivano;-;NAVIGLI;Milán;Entire home/apt;80;92,8;7;5;6;0;Disponibilidad baja;profesional
31233334;The Reef- Beautiful Renovated 2-bedroom Apartment;1491837;Aura;-;CORSICA;Milán;Entire home/apt;150;174;180;7;3;313;Disponibilidad alta;profesional
31234878;Cristinella;105181984;Giorgio;-;NIGUARDA - CA' GRANDA;Milán;Entire home/apt;35;40,6;2;46;1;249;Disponibilidad alta;particular
